country,wave,idno,adm2_name,chirps_month,source_file,source_sha256,mask_pixel_count,valid_pixel_count,mean_precip_mm,min_precip_mm,max_precip_mm,extraction_status
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,Neno,2003-06,chirps-v2.0.2003.06.tif.gz,3b1520f7670de0fea20b61b95ea381fd369dc468fc20025f626e6c642d26a3ce,55,55,5.672736,1.031436,12.654678,pass
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,Nkhata Bay,2003-06,chirps-v2.0.2003.06.tif.gz,3b1520f7670de0fea20b61b95ea381fd369dc468fc20025f626e6c642d26a3ce,134,134,3.843683,1.102879,6.429718,pass
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,Nkhotakota,2003-06,chirps-v2.0.2003.06.tif.gz,3b1520f7670de0fea20b61b95ea381fd369dc468fc20025f626e6c642d26a3ce,147,147,4.072666,1.282649,6.638417,pass
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,Nsanje,2003-06,chirps-v2.0.2003.06.tif.gz,3b1520f7670de0fea20b61b95ea381fd369dc468fc20025f626e6c642d26a3ce,66,66,21.360317,11.399280,37.428490,pass
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,Ntcheu,2003-06,chirps-v2.0.2003.06.tif.gz,3b1520f7670de0fea20b61b95ea381fd369dc468fc20025f626e6c642d26a3ce,110,110,2.652822,0.194788,11.013290,pass
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,Ntchisi,2003-06,chirps-v2.0.2003.06.tif.gz,3b1520f7670de0fea20b61b95ea381fd369dc468fc20025f626e6c642d26a3ce,58,58,2.894961,1.687850,5.192512,pass
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,Phalombe,2003-06,chirps-v2.0.2003.06.tif.gz,3b1520f7670de0fea20b61b95ea381fd369dc468fc20025f626e6c642d26a3ce,49,49,21.349083,9.789099,50.382416,pass
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,Rumphi,2003-06,chirps-v2.0.2003.06.tif.gz,3b1520f7670de0fea20b61b95ea381fd369dc468fc20025f626e6c642d26a3ce,155,155,5.306808,1.103548,11.255569,pass
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,Salima,2003-06,chirps-v2.0.2003.06.tif.gz,3b1520f7670de0fea20b61b95ea381fd369dc468fc20025f626e6c642d26a3ce,71,71,1.153596,0.318252,3.457639,pass
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,Thyolo,2003-06,chirps-v2.0.2003.06.tif.gz,3b1520f7670de0fea20b61b95ea381fd369dc468fc20025f626e6c642d26a3ce,57,57,20.261314,10.645932,38.160904,pass
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,Zomba,2003-06,chirps-v2.0.2003.06.tif.gz,3b1520f7670de0fea20b61b95ea381fd369dc468fc20025f626e6c642d26a3ce,106,106,12.743957,1.234033,25.715559,pass
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,Balaka,2003-07,chirps-v2.0.2003.07.tif.gz,459b546d62f6ee42248daa5a432815f2bbfe467a25c1fff67cae6222ae70274f,73,73,6.847692,3.224784,12.284506,pass
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,Blantyre,2003-07,chirps-v2.0.2003.07.tif.gz,459b546d62f6ee42248daa5a432815f2bbfe467a25c1fff67cae6222ae70274f,65,65,9.613853,1.025997,21.889870,pass
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,Chikwawa,2003-07,chirps-v2.0.2003.07.tif.gz,459b546d62f6ee42248daa5a432815f2bbfe467a25c1fff67cae6222ae70274f,168,168,24.046457,11.918281,53.657360,pass
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,Chiradzulu,2003-07,chirps-v2.0.2003.07.tif.gz,459b546d62f6ee42248daa5a432815f2bbfe467a25c1fff67cae6222ae70274f,26,26,14.937247,3.217868,26.682487,pass
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,Chitipa,2003-07,chirps-v2.0.2003.07.tif.gz,459b546d62f6ee42248daa5a432815f2bbfe467a25c1fff67cae6222ae70274f,139,139,2.109398,0.037265,8.085837,pass
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,Dedza,2003-07,chirps-v2.0.2003.07.tif.gz,459b546d62f6ee42248daa5a432815f2bbfe467a25c1fff67cae6222ae70274f,128,128,3.640264,0.069397,14.007856,pass
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,Dowa,2003-07,chirps-v2.0.2003.07.tif.gz,459b546d62f6ee42248daa5a432815f2bbfe467a25c1fff67cae6222ae70274f,101,101,1.463281,0.086657,4.322139,pass
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,Karonga,2003-07,chirps-v2.0.2003.07.tif.gz,459b546d62f6ee42248daa5a432815f2bbfe467a25c1fff67cae6222ae70274f,109,109,1.823269,0.006152,7.997052,pass
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,Kasungu,2003-07,chirps-v2.0.2003.07.tif.gz,459b546d62f6ee42248daa5a432815f2bbfe467a25c1fff67cae6222ae70274f,266,266,2.510643,0.138903,6.300962,pass
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,Likoma,2003-07,chirps-v2.0.2003.07.tif.gz,459b546d62f6ee42248daa5a432815f2bbfe467a25c1fff67cae6222ae70274f,1,1,0.866572,0.866572,0.866572,pass
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,Lilongwe,2003-07,chirps-v2.0.2003.07.tif.gz,459b546d62f6ee42248daa5a432815f2bbfe467a25c1fff67cae6222ae70274f,209,209,1.762339,0.037307,5.027293,pass
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,Machinga,2003-07,chirps-v2.0.2003.07.tif.gz,459b546d62f6ee42248daa5a432815f2bbfe467a25c1fff67cae6222ae70274f,129,129,7.486696,0.000000,19.841103,pass
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,Mangochi,2003-07,chirps-v2.0.2003.07.tif.gz,459b546d62f6ee42248daa5a432815f2bbfe467a25c1fff67cae6222ae70274f,224,224,4.457699,0.038662,20.904291,pass
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,Mchinji,2003-07,chirps-v2.0.2003.07.tif.gz,459b546d62f6ee42248daa5a432815f2bbfe467a25c1fff67cae6222ae70274f,104,104,1.498778,0.077771,2.939734,pass
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,Mulanje,2003-07,chirps-v2.0.2003.07.tif.gz,459b546d62f6ee42248daa5a432815f2bbfe467a25c1fff67cae6222ae70274f,65,65,35.550274,8.198346,67.486069,pass
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,Mwanza,2003-07,chirps-v2.0.2003.07.tif.gz,459b546d62f6ee42248daa5a432815f2bbfe467a25c1fff67cae6222ae70274f,24,24,17.886419,10.707481,21.662819,pass
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,Mzimba,2003-07,chirps-v2.0.2003.07.tif.gz,459b546d62f6ee42248daa5a432815f2bbfe467a25c1fff67cae6222ae70274f,357,357,2.145222,0.046956,6.235727,pass
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,Neno,2003-07,chirps-v2.0.2003.07.tif.gz,459b546d62f6ee42248daa5a432815f2bbfe467a25c1fff67cae6222ae70274f,55,55,16.352551,8.704453,26.214348,pass
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,Nkhata Bay,2003-07,chirps-v2.0.2003.07.tif.gz,459b546d62f6ee42248daa5a432815f2bbfe467a25c1fff67cae6222ae70274f,134,134,5.670401,2.324985,9.497592,pass
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,Nkhotakota,2003-07,chirps-v2.0.2003.07.tif.gz,459b546d62f6ee42248daa5a432815f2bbfe467a25c1fff67cae6222ae70274f,147,147,5.841728,1.570028,10.232869,pass
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,Nsanje,2003-07,chirps-v2.0.2003.07.tif.gz,459b546d62f6ee42248daa5a432815f2bbfe467a25c1fff67cae6222ae70274f,66,66,30.946190,8.001080,56.799614,pass
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,Ntcheu,2003-07,chirps-v2.0.2003.07.tif.gz,459b546d62f6ee42248daa5a432815f2bbfe467a25c1fff67cae6222ae70274f,110,110,6.247248,0.280451,19.358345,pass
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,Ntchisi,2003-07,chirps-v2.0.2003.07.tif.gz,459b546d62f6ee42248daa5a432815f2bbfe467a25c1fff67cae6222ae70274f,58,58,2.245527,0.126368,6.264792,pass
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,Phalombe,2003-07,chirps-v2.0.2003.07.tif.gz,459b546d62f6ee42248daa5a432815f2bbfe467a25c1fff67cae6222ae70274f,49,49,18.454193,5.705700,70.651283,pass
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,Rumphi,2003-07,chirps-v2.0.2003.07.tif.gz,459b546d62f6ee42248daa5a432815f2bbfe467a25c1fff67cae6222ae70274f,155,155,6.579057,0.197636,14.590000,pass
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,Salima,2003-07,chirps-v2.0.2003.07.tif.gz,459b546d62f6ee42248daa5a432815f2bbfe467a25c1fff67cae6222ae70274f,71,71,1.131195,0.028628,4.793778,pass
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,Thyolo,2003-07,chirps-v2.0.2003.07.tif.gz,459b546d62f6ee42248daa5a432815f2bbfe467a25c1fff67cae6222ae70274f,57,57,36.131023,18.168524,55.254772,pass
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,Zomba,2003-07,chirps-v2.0.2003.07.tif.gz,459b546d62f6ee42248daa5a432815f2bbfe467a25c1fff67cae6222ae70274f,106,106,11.534587,0.286168,25.376383,pass
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,Balaka,2003-08,chirps-v2.0.2003.08.tif.gz,e72c8c90b723ddc3901df79b8a92b519f9cfcd61b193e7142e5a01ed23391774,73,73,3.014610,1.658695,5.615234,pass
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,Blantyre,2003-08,chirps-v2.0.2003.08.tif.gz,e72c8c90b723ddc3901df79b8a92b519f9cfcd61b193e7142e5a01ed23391774,65,65,3.187508,0.187374,9.709866,pass
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,Chikwawa,2003-08,chirps-v2.0.2003.08.tif.gz,e72c8c90b723ddc3901df79b8a92b519f9cfcd61b193e7142e5a01ed23391774,168,168,7.644456,0.699275,30.719788,pass
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,Chiradzulu,2003-08,chirps-v2.0.2003.08.tif.gz,e72c8c90b723ddc3901df79b8a92b519f9cfcd61b193e7142e5a01ed23391774,26,26,7.383239,1.030263,13.232433,pass
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,Chitipa,2003-08,chirps-v2.0.2003.08.tif.gz,e72c8c90b723ddc3901df79b8a92b519f9cfcd61b193e7142e5a01ed23391774,139,139,0.991078,0.022366,3.443779,pass
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,Dedza,2003-08,chirps-v2.0.2003.08.tif.gz,e72c8c90b723ddc3901df79b8a92b519f9cfcd61b193e7142e5a01ed23391774,128,128,3.617556,0.190014,11.892649,pass
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,Dowa,2003-08,chirps-v2.0.2003.08.tif.gz,e72c8c90b723ddc3901df79b8a92b519f9cfcd61b193e7142e5a01ed23391774,101,101,0.882900,0.022602,3.569390,pass
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,Karonga,2003-08,chirps-v2.0.2003.08.tif.gz,e72c8c90b723ddc3901df79b8a92b519f9cfcd61b193e7142e5a01ed23391774,109,109,1.818538,0.170520,8.050587,pass
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,Kasungu,2003-08,chirps-v2.0.2003.08.tif.gz,e72c8c90b723ddc3901df79b8a92b519f9cfcd61b193e7142e5a01ed23391774,266,266,1.020591,0.034331,3.039320,pass
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,Likoma,2003-08,chirps-v2.0.2003.08.tif.gz,e72c8c90b723ddc3901df79b8a92b519f9cfcd61b193e7142e5a01ed23391774,1,1,1.055274,1.055274,1.055274,pass
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,Lilongwe,2003-08,chirps-v2.0.2003.08.tif.gz,e72c8c90b723ddc3901df79b8a92b519f9cfcd61b193e7142e5a01ed23391774,209,209,0.918191,0.043140,3.532702,pass
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,Machinga,2003-08,chirps-v2.0.2003.08.tif.gz,e72c8c90b723ddc3901df79b8a92b519f9cfcd61b193e7142e5a01ed23391774,129,129,4.971566,0.059876,14.237768,pass
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,Mangochi,2003-08,chirps-v2.0.2003.08.tif.gz,e72c8c90b723ddc3901df79b8a92b519f9cfcd61b193e7142e5a01ed23391774,224,224,4.652783,0.085060,12.264142,pass
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,Mchinji,2003-08,chirps-v2.0.2003.08.tif.gz,e72c8c90b723ddc3901df79b8a92b519f9cfcd61b193e7142e5a01ed23391774,104,104,0.434173,0.046555,1.467123,pass
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,Mulanje,2003-08,chirps-v2.0.2003.08.tif.gz,e72c8c90b723ddc3901df79b8a92b519f9cfcd61b193e7142e5a01ed23391774,65,65,21.648855,5.356762,55.022697,pass
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,Mwanza,2003-08,chirps-v2.0.2003.08.tif.gz,e72c8c90b723ddc3901df79b8a92b519f9cfcd61b193e7142e5a01ed23391774,24,24,5.707753,2.392300,8.638333,pass
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,Mzimba,2003-08,chirps-v2.0.2003.08.tif.gz,e72c8c90b723ddc3901df79b8a92b519f9cfcd61b193e7142e5a01ed23391774,357,357,0.737168,0.010339,3.747409,pass
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,Neno,2003-08,chirps-v2.0.2003.08.tif.gz,e72c8c90b723ddc3901df79b8a92b519f9cfcd61b193e7142e5a01ed23391774,55,55,7.461215,2.952865,13.691475,pass
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,Nkhata Bay,2003-08,chirps-v2.0.2003.08.tif.gz,e72c8c90b723ddc3901df79b8a92b519f9cfcd61b193e7142e5a01ed23391774,134,134,4.476084,0.776618,7.701619,pass
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,Nkhotakota,2003-08,chirps-v2.0.2003.08.tif.gz,e72c8c90b723ddc3901df79b8a92b519f9cfcd61b193e7142e5a01ed23391774,147,147,2.980791,1.499580,4.687593,pass
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,Nsanje,2003-08,chirps-v2.0.2003.08.tif.gz,e72c8c90b723ddc3901df79b8a92b519f9cfcd61b193e7142e5a01ed23391774,66,66,13.141783,2.412273,31.116947,pass
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,Ntcheu,2003-08,chirps-v2.0.2003.08.tif.gz,e72c8c90b723ddc3901df79b8a92b519f9cfcd61b193e7142e5a01ed23391774,110,110,4.415519,0.632772,10.697771,pass
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,Ntchisi,2003-08,chirps-v2.0.2003.08.tif.gz,e72c8c90b723ddc3901df79b8a92b519f9cfcd61b193e7142e5a01ed23391774,58,58,1.490461,0.022038,3.857944,pass
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,Phalombe,2003-08,chirps-v2.0.2003.08.tif.gz,e72c8c90b723ddc3901df79b8a92b519f9cfcd61b193e7142e5a01ed23391774,49,49,14.958983,4.767366,51.924210,pass
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,Rumphi,2003-08,chirps-v2.0.2003.08.tif.gz,e72c8c90b723ddc3901df79b8a92b519f9cfcd61b193e7142e5a01ed23391774,155,155,2.014625,0.022183,7.744803,pass
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,Salima,2003-08,chirps-v2.0.2003.08.tif.gz,e72c8c90b723ddc3901df79b8a92b519f9cfcd61b193e7142e5a01ed23391774,71,71,2.529338,0.607327,8.704946,pass
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,Thyolo,2003-08,chirps-v2.0.2003.08.tif.gz,e72c8c90b723ddc3901df79b8a92b519f9cfcd61b193e7142e5a01ed23391774,57,57,16.757156,6.800465,29.269922,pass
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,Zomba,2003-08,chirps-v2.0.2003.08.tif.gz,e72c8c90b723ddc3901df79b8a92b519f9cfcd61b193e7142e5a01ed23391774,106,106,6.278471,0.159231,20.423922,pass
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,Balaka,2003-09,chirps-v2.0.2003.09.tif.gz,8347527f11451d0c1cc797d9f4783d411771f88d534db773750b83578cd18f13,73,73,3.014036,2.340715,4.591012,pass
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,Blantyre,2003-09,chirps-v2.0.2003.09.tif.gz,8347527f11451d0c1cc797d9f4783d411771f88d534db773750b83578cd18f13,65,65,3.580076,1.646219,8.488266,pass
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,Chikwawa,2003-09,chirps-v2.0.2003.09.tif.gz,8347527f11451d0c1cc797d9f4783d411771f88d534db773750b83578cd18f13,168,168,5.761947,1.106117,19.439186,pass
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,Chiradzulu,2003-09,chirps-v2.0.2003.09.tif.gz,8347527f11451d0c1cc797d9f4783d411771f88d534db773750b83578cd18f13,26,26,5.177763,2.658443,7.288486,pass
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,Chitipa,2003-09,chirps-v2.0.2003.09.tif.gz,8347527f11451d0c1cc797d9f4783d411771f88d534db773750b83578cd18f13,139,139,2.912542,0.224410,8.200202,pass
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,Dedza,2003-09,chirps-v2.0.2003.09.tif.gz,8347527f11451d0c1cc797d9f4783d411771f88d534db773750b83578cd18f13,128,128,3.199215,0.581624,7.627678,pass
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,Dowa,2003-09,chirps-v2.0.2003.09.tif.gz,8347527f11451d0c1cc797d9f4783d411771f88d534db773750b83578cd18f13,101,101,0.996303,0.421844,2.516168,pass
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,Karonga,2003-09,chirps-v2.0.2003.09.tif.gz,8347527f11451d0c1cc797d9f4783d411771f88d534db773750b83578cd18f13,109,109,3.508308,0.450337,9.087044,pass
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,Kasungu,2003-09,chirps-v2.0.2003.09.tif.gz,8347527f11451d0c1cc797d9f4783d411771f88d534db773750b83578cd18f13,266,266,0.949673,0.436946,1.838540,pass
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,Likoma,2003-09,chirps-v2.0.2003.09.tif.gz,8347527f11451d0c1cc797d9f4783d411771f88d534db773750b83578cd18f13,1,1,0.614006,0.614006,0.614006,pass
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,Lilongwe,2003-09,chirps-v2.0.2003.09.tif.gz,8347527f11451d0c1cc797d9f4783d411771f88d534db773750b83578cd18f13,209,209,1.198758,0.412664,2.496103,pass
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,Machinga,2003-09,chirps-v2.0.2003.09.tif.gz,8347527f11451d0c1cc797d9f4783d411771f88d534db773750b83578cd18f13,129,129,4.665596,1.431003,11.850004,pass
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,Mangochi,2003-09,chirps-v2.0.2003.09.tif.gz,8347527f11451d0c1cc797d9f4783d411771f88d534db773750b83578cd18f13,224,224,3.441259,1.070537,7.239248,pass
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,Mchinji,2003-09,chirps-v2.0.2003.09.tif.gz,8347527f11451d0c1cc797d9f4783d411771f88d534db773750b83578cd18f13,104,104,1.050881,0.651464,1.692734,pass
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,Mulanje,2003-09,chirps-v2.0.2003.09.tif.gz,8347527f11451d0c1cc797d9f4783d411771f88d534db773750b83578cd18f13,65,65,10.981077,2.710877,25.484631,pass
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,Mwanza,2003-09,chirps-v2.0.2003.09.tif.gz,8347527f11451d0c1cc797d9f4783d411771f88d534db773750b83578cd18f13,24,24,5.069454,3.745222,7.306990,pass
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,Mzimba,2003-09,chirps-v2.0.2003.09.tif.gz,8347527f11451d0c1cc797d9f4783d411771f88d534db773750b83578cd18f13,357,357,1.335981,0.289384,5.930739,pass
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,Neno,2003-09,chirps-v2.0.2003.09.tif.gz,8347527f11451d0c1cc797d9f4783d411771f88d534db773750b83578cd18f13,55,55,6.527962,2.465889,11.813766,pass
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,Nkhata Bay,2003-09,chirps-v2.0.2003.09.tif.gz,8347527f11451d0c1cc797d9f4783d411771f88d534db773750b83578cd18f13,134,134,3.414564,1.792937,5.679176,pass
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,Nkhotakota,2003-09,chirps-v2.0.2003.09.tif.gz,8347527f11451d0c1cc797d9f4783d411771f88d534db773750b83578cd18f13,147,147,1.646970,0.338710,3.060501,pass
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,Nsanje,2003-09,chirps-v2.0.2003.09.tif.gz,8347527f11451d0c1cc797d9f4783d411771f88d534db773750b83578cd18f13,66,66,7.506111,2.625952,15.611959,pass
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,Ntcheu,2003-09,chirps-v2.0.2003.09.tif.gz,8347527f11451d0c1cc797d9f4783d411771f88d534db773750b83578cd18f13,110,110,3.949475,1.624857,9.535009,pass
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,Ntchisi,2003-09,chirps-v2.0.2003.09.tif.gz,8347527f11451d0c1cc797d9f4783d411771f88d534db773750b83578cd18f13,58,58,1.356031,0.456144,2.755101,pass
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,Phalombe,2003-09,chirps-v2.0.2003.09.tif.gz,8347527f11451d0c1cc797d9f4783d411771f88d534db773750b83578cd18f13,49,49,8.040619,3.060054,17.576801,pass
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,Rumphi,2003-09,chirps-v2.0.2003.09.tif.gz,8347527f11451d0c1cc797d9f4783d411771f88d534db773750b83578cd18f13,155,155,2.589145,0.705398,5.705582,pass
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,Salima,2003-09,chirps-v2.0.2003.09.tif.gz,8347527f11451d0c1cc797d9f4783d411771f88d534db773750b83578cd18f13,71,71,1.694128,0.835858,5.188558,pass
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,Thyolo,2003-09,chirps-v2.0.2003.09.tif.gz,8347527f11451d0c1cc797d9f4783d411771f88d534db773750b83578cd18f13,57,57,10.474125,5.647335,22.331850,pass
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,Zomba,2003-09,chirps-v2.0.2003.09.tif.gz,8347527f11451d0c1cc797d9f4783d411771f88d534db773750b83578cd18f13,106,106,5.832356,2.129578,12.876698,pass
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,Balaka,2003-10,chirps-v2.0.2003.10.tif.gz,0a758f18309a3f8761393ebc6a373f539d783cf8cdcace4acb66c493046eb849,73,73,7.655112,5.820555,11.477212,pass
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,Blantyre,2003-10,chirps-v2.0.2003.10.tif.gz,0a758f18309a3f8761393ebc6a373f539d783cf8cdcace4acb66c493046eb849,65,65,10.192055,6.626436,12.876431,pass
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,Chikwawa,2003-10,chirps-v2.0.2003.10.tif.gz,0a758f18309a3f8761393ebc6a373f539d783cf8cdcace4acb66c493046eb849,168,168,7.172972,4.345725,14.406893,pass
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,Chiradzulu,2003-10,chirps-v2.0.2003.10.tif.gz,0a758f18309a3f8761393ebc6a373f539d783cf8cdcace4acb66c493046eb849,26,26,11.356562,9.458285,13.148517,pass
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,Chitipa,2003-10,chirps-v2.0.2003.10.tif.gz,0a758f18309a3f8761393ebc6a373f539d783cf8cdcace4acb66c493046eb849,139,139,10.706161,4.240098,19.814226,pass
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,Dedza,2003-10,chirps-v2.0.2003.10.tif.gz,0a758f18309a3f8761393ebc6a373f539d783cf8cdcace4acb66c493046eb849,128,128,6.757569,3.262157,11.100748,pass
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,Dowa,2003-10,chirps-v2.0.2003.10.tif.gz,0a758f18309a3f8761393ebc6a373f539d783cf8cdcace4acb66c493046eb849,101,101,4.687626,2.266844,6.453857,pass
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,Karonga,2003-10,chirps-v2.0.2003.10.tif.gz,0a758f18309a3f8761393ebc6a373f539d783cf8cdcace4acb66c493046eb849,109,109,8.564593,4.722031,17.373070,pass
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,Kasungu,2003-10,chirps-v2.0.2003.10.tif.gz,0a758f18309a3f8761393ebc6a373f539d783cf8cdcace4acb66c493046eb849,266,266,5.933784,3.802988,9.834208,pass
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,Likoma,2003-10,chirps-v2.0.2003.10.tif.gz,0a758f18309a3f8761393ebc6a373f539d783cf8cdcace4acb66c493046eb849,1,1,5.502303,5.502303,5.502303,pass
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,Lilongwe,2003-10,chirps-v2.0.2003.10.tif.gz,0a758f18309a3f8761393ebc6a373f539d783cf8cdcace4acb66c493046eb849,209,209,7.184088,4.506133,12.481331,pass
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,Machinga,2003-10,chirps-v2.0.2003.10.tif.gz,0a758f18309a3f8761393ebc6a373f539d783cf8cdcace4acb66c493046eb849,129,129,9.424524,6.154805,16.773636,pass
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,Mangochi,2003-10,chirps-v2.0.2003.10.tif.gz,0a758f18309a3f8761393ebc6a373f539d783cf8cdcace4acb66c493046eb849,224,224,10.199553,6.357965,15.314175,pass
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,Mchinji,2003-10,chirps-v2.0.2003.10.tif.gz,0a758f18309a3f8761393ebc6a373f539d783cf8cdcace4acb66c493046eb849,104,104,9.778251,7.293556,16.046535,pass
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,Mulanje,2003-10,chirps-v2.0.2003.10.tif.gz,0a758f18309a3f8761393ebc6a373f539d783cf8cdcace4acb66c493046eb849,65,65,14.750917,11.349312,19.979561,pass
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,Mwanza,2003-10,chirps-v2.0.2003.10.tif.gz,0a758f18309a3f8761393ebc6a373f539d783cf8cdcace4acb66c493046eb849,24,24,13.939255,9.967926,18.711681,pass
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,Mzimba,2003-10,chirps-v2.0.2003.10.tif.gz,0a758f18309a3f8761393ebc6a373f539d783cf8cdcace4acb66c493046eb849,357,357,6.244596,2.275864,18.077789,pass
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,Neno,2003-10,chirps-v2.0.2003.10.tif.gz,0a758f18309a3f8761393ebc6a373f539d783cf8cdcace4acb66c493046eb849,55,55,12.865751,8.199248,18.165947,pass
