country,survey_name,wave,idno,file,raw_variable,raw_label,harmonized_variable,unit,recall_period,construction_rule,quality_flag,notes
,,,,temp\raw_extracted\lsms2002en_4dbf0b087520\lsms2002en\Data_2002\Modul_9_subjpov_cl.sav,M09_Q06,Description of current food consumption level,food_consumption,unknown_from_raw_schema,unknown_from_raw_schema,"candidate from raw schema; inspect values, questionnaires, units, and recall period before use",raw_schema_inspected_requires_value_audit,concept_hit=food_consumption; dtype=float64; extracted_from=temp\raw_downloads\ALB_2002_LSMS_v01_M\lsms2002en.rar
,,,,temp\raw_extracted\lsms2005en_1e7f1965c4a5\lsms2005en\Data_2005\Modul_7_subjective_poverty_cl.sav,m07_q06,Description of current food consumption level,food_consumption,unknown_from_raw_schema,unknown_from_raw_schema,"candidate from raw schema; inspect values, questionnaires, units, and recall period before use",raw_schema_inspected_requires_value_audit,concept_hit=food_consumption; dtype=float64; extracted_from=temp\raw_downloads\ALB_2005_LSMS_v01_M\lsms2005en.rar
,,,,temp\raw_extracted\lsms2005en_1e7f1965c4a5\lsms2005en\Data_2005\poverty.sav,rnfood,Per capita non food,nonfood_consumption,unknown_from_raw_schema,unknown_from_raw_schema,"candidate from raw schema; inspect values, questionnaires, units, and recall period before use",raw_schema_inspected_requires_value_audit,concept_hit=nonfood_consumption; dtype=float64; extracted_from=temp\raw_downloads\ALB_2005_LSMS_v01_M\lsms2005en.rar
,,,,temp\raw_extracted\lsms2005en_1e7f1965c4a5\lsms2005en\Data_2005\poverty.sav,totcons,Household total consumption,total_consumption_or_income,unknown_from_raw_schema,unknown_from_raw_schema,"candidate from raw schema; inspect values, questionnaires, units, and recall period before use",raw_schema_inspected_requires_value_audit,concept_hit=total_consumption_income; dtype=float64; extracted_from=temp\raw_downloads\ALB_2005_LSMS_v01_M\lsms2005en.rar
,,,,temp\raw_extracted\lsms_2008_eng_a54110ab32b9\LSMS 2008_eng\Data_2008\Modul_7_subjective_poverty.sav,m07_q06,description of current food consumption level,food_consumption,unknown_from_raw_schema,unknown_from_raw_schema,"candidate from raw schema; inspect values, questionnaires, units, and recall period before use",raw_schema_inspected_requires_value_audit,concept_hit=food_consumption; dtype=float64; extracted_from=temp\raw_downloads\ALB_2008_LSMS_v01_M\lsms_2008_eng.rar
,,,,temp\raw_extracted\lsms_2012_eng_7631729d2caf\LSMS 2012_eng\Data_LSMS 2012\Modul_7_Subjective_Poverty.sav,M7_Q06,Current level of food consumption,food_consumption,unknown_from_raw_schema,unknown_from_raw_schema,"candidate from raw schema; inspect values, questionnaires, units, and recall period before use",raw_schema_inspected_requires_value_audit,concept_hit=food_consumption; dtype=float64; extracted_from=temp\raw_downloads\ALB_2012_LSMS_v01_M_v01_A_PUF\lsms_2012_eng.rar
,,,,temp\raw_extracted\lsms_2012_eng_7631729d2caf\LSMS 2012_eng\Data_LSMS 2012\poverty.sav,rfood,real food consumption per capita,food_consumption,unknown_from_raw_schema,unknown_from_raw_schema,"candidate from raw schema; inspect values, questionnaires, units, and recall period before use",raw_schema_inspected_requires_value_audit,concept_hit=food_consumption; dtype=float64; extracted_from=temp\raw_downloads\ALB_2012_LSMS_v01_M_v01_A_PUF\lsms_2012_eng.rar
,,,,temp\raw_extracted\lsms_2012_eng_7631729d2caf\LSMS 2012_eng\Data_LSMS 2012\poverty.sav,rtotnfood,real non food consumption per capita,food_consumption,unknown_from_raw_schema,unknown_from_raw_schema,"candidate from raw schema; inspect values, questionnaires, units, and recall period before use",raw_schema_inspected_requires_value_audit,concept_hit=food_consumption; dtype=float64; extracted_from=temp\raw_downloads\ALB_2012_LSMS_v01_M_v01_A_PUF\lsms_2012_eng.rar
,,,,temp\raw_extracted\lsms_2012_eng_7631729d2caf\LSMS 2012_eng\Data_LSMS 2012\poverty.sav,rtotnfood,real non food consumption per capita,nonfood_consumption,unknown_from_raw_schema,unknown_from_raw_schema,"candidate from raw schema; inspect values, questionnaires, units, and recall period before use",raw_schema_inspected_requires_value_audit,concept_hit=nonfood_consumption; dtype=float64; extracted_from=temp\raw_downloads\ALB_2012_LSMS_v01_M_v01_A_PUF\lsms_2012_eng.rar
,,,,temp\raw_extracted\lsms_2012_eng_7631729d2caf\LSMS 2012_eng\Data_LSMS 2012\poverty.sav,totcons,total consumption of hh,total_consumption_or_income,unknown_from_raw_schema,unknown_from_raw_schema,"candidate from raw schema; inspect values, questionnaires, units, and recall period before use",raw_schema_inspected_requires_value_audit,concept_hit=total_consumption_income; dtype=float64; extracted_from=temp\raw_downloads\ALB_2012_LSMS_v01_M_v01_A_PUF\lsms_2012_eng.rar
,,,,temp\raw_extracted\lsms_2012_eng_7631729d2caf\LSMS 2012_eng\Quesionaires_English\LSMS_12  PART 2 Eng.xlsx::(12) NON FOOD - A,MODULE 12 : NON FOOD EXPENDITURES,,food_consumption,unknown_from_raw_schema,unknown_from_raw_schema,"candidate from raw schema; inspect values, questionnaires, units, and recall period before use",raw_schema_inspected_requires_value_audit,concept_hit=food_consumption; dtype=object; extracted_from=temp\raw_downloads\ALB_2012_LSMS_v01_M_v01_A_PUF\lsms_2012_eng.rar
,,,,temp\raw_extracted\lsms_2012_eng_7631729d2caf\LSMS 2012_eng\Quesionaires_English\LSMS_12  PART 2 Eng.xlsx::(12) NON FOOD - A,MODULE 12 : NON FOOD EXPENDITURES,,nonfood_consumption,unknown_from_raw_schema,unknown_from_raw_schema,"candidate from raw schema; inspect values, questionnaires, units, and recall period before use",raw_schema_inspected_requires_value_audit,concept_hit=nonfood_consumption; dtype=object; extracted_from=temp\raw_downloads\ALB_2012_LSMS_v01_M_v01_A_PUF\lsms_2012_eng.rar
,,,,temp\raw_extracted\lsms_2012_eng_7631729d2caf\LSMS 2012_eng\Quesionaires_English\LSMS_12  PART 2 Eng.xlsx::(12) NON FOOD - B,MODULE 12 : NON FOOD EXPENDITURES,,food_consumption,unknown_from_raw_schema,unknown_from_raw_schema,"candidate from raw schema; inspect values, questionnaires, units, and recall period before use",raw_schema_inspected_requires_value_audit,concept_hit=food_consumption; dtype=object; extracted_from=temp\raw_downloads\ALB_2012_LSMS_v01_M_v01_A_PUF\lsms_2012_eng.rar
,,,,temp\raw_extracted\lsms_2012_eng_7631729d2caf\LSMS 2012_eng\Quesionaires_English\LSMS_12  PART 2 Eng.xlsx::(12) NON FOOD - B,MODULE 12 : NON FOOD EXPENDITURES,,nonfood_consumption,unknown_from_raw_schema,unknown_from_raw_schema,"candidate from raw schema; inspect values, questionnaires, units, and recall period before use",raw_schema_inspected_requires_value_audit,concept_hit=nonfood_consumption; dtype=object; extracted_from=temp\raw_downloads\ALB_2012_LSMS_v01_M_v01_A_PUF\lsms_2012_eng.rar
,,,,temp\raw_extracted\lsms_2012_eng_7631729d2caf\LSMS 2012_eng\Quesionaires_English\LSMS_12  PART 2 Eng.xlsx::(12) NON FOOD - C,MODULE 12 : NON FOOD EXPENDITURES,,food_consumption,unknown_from_raw_schema,unknown_from_raw_schema,"candidate from raw schema; inspect values, questionnaires, units, and recall period before use",raw_schema_inspected_requires_value_audit,concept_hit=food_consumption; dtype=object; extracted_from=temp\raw_downloads\ALB_2012_LSMS_v01_M_v01_A_PUF\lsms_2012_eng.rar
,,,,temp\raw_extracted\lsms_2012_eng_7631729d2caf\LSMS 2012_eng\Quesionaires_English\LSMS_12  PART 2 Eng.xlsx::(12) NON FOOD - C,MODULE 12 : NON FOOD EXPENDITURES,,nonfood_consumption,unknown_from_raw_schema,unknown_from_raw_schema,"candidate from raw schema; inspect values, questionnaires, units, and recall period before use",raw_schema_inspected_requires_value_audit,concept_hit=nonfood_consumption; dtype=object; extracted_from=temp\raw_downloads\ALB_2012_LSMS_v01_M_v01_A_PUF\lsms_2012_eng.rar
Albania,Living Standards Measurement Survey 2005,2005,ALB_2005_LSMS_v01_M,poverty,food,Total food consumption in old lek (new lek=old lek/10),food_consumption,unknown,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=food_consumption; file_description=
Albania,Living Standards Measurement Survey 2005,2005,ALB_2005_LSMS_v01_M,poverty,nfood05,"Total non-food consumption, including maintenance and repair of vehicles, housin",food_consumption,unknown,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=food_consumption; file_description=
Albania,Living Standards Measurement Survey 2005,2005,ALB_2005_LSMS_v01_M,poverty,nfood05,"Total non-food consumption, including maintenance and repair of vehicles, housin",nonfood_consumption,unknown,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=nonfood_consumption; file_description=
Albania,Living Standards Measurement Survey 2005,2005,ALB_2005_LSMS_v01_M,poverty,nfoodc,Total non-food consumption component in Old Lek (new lek=old lek/10),food_consumption,unknown,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=food_consumption; file_description=
Albania,Living Standards Measurement Survey 2005,2005,ALB_2005_LSMS_v01_M,poverty,nfoodc,Total non-food consumption component in Old Lek (new lek=old lek/10),nonfood_consumption,unknown,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=nonfood_consumption; file_description=
Albania,Living Standards Measurement Survey 2005,2005,ALB_2005_LSMS_v01_M,poverty,totcons,"Total consumption in old lek (new lek=old lek/10). The sum of food, nfoodc, totu",total_consumption_or_income,unknown,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=total_consumption_income; file_description=
Albania,Living Standards Measurement Survey 2005,2005,ALB_2005_LSMS_v01_M,poverty,totcons05,"Total consumption in old lek (new lek=old lek/10). The sum of food, nfood05, tot",total_consumption_or_income,unknown,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=total_consumption_income; file_description=
Albania,Living Standards Measurement Survey 2005,2005,ALB_2005_LSMS_v01_M,subjective_poverty_cl,m07_q06,Description of current food consumption level,food_consumption,unknown,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=food_consumption; file_description=
Benin,"Enquête Harmonisée sur le Conditions de Vie des Ménages, 2021-2022",2021-2022,BEN_2021_EHCVM-2_v01_M,ehcvm_conso_ben2021,inclus,item is included in the final consumption aggregate,total_consumption_or_income,unknown,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=total_consumption_income; file_description=Consumption aggregates
Benin,"Enquête Harmonisée sur le Conditions de Vie des Ménages, 2021-2022",2021-2022,BEN_2021_EHCVM-2_v01_M,s05_me_ben2021,s05q08,5.08. Montant annuel de la pension alimentaire perçu par [NOM] ?,food_consumption,unknown,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=food_consumption; file_description=Section 5 - Non-employment income
Benin,"Enquête Harmonisée sur le Conditions de Vie des Ménages, 2021-2022",2021-2022,BEN_2021_EHCVM-2_v01_M,s09a_me_ben2021,s09aq07,9A.07. Quel est le montant total des autres dépenses non alimentaires ?,food_consumption,unknown,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=food_consumption; file_description=Section 9a. Non-food consumption - Ceremonies last 12 months
Benin,"Enquête Harmonisée sur le Conditions de Vie des Ménages, 2021-2022",2021-2022,BEN_2021_EHCVM-2_v01_M,s14b_me_ben2021,s14bq04e,14B.04e. Conséquence du choc sur le Stock produits alimentaires du ménage,food_consumption,unknown,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=food_consumption; file_description=Section 14b. Shocks and coping strategies - Other shocks and coping strategies
Benin,"Enquête Harmonisée sur le Conditions de Vie des Ménages, 2021-2022",2021-2022,BEN_2021_EHCVM-2_v01_M,s14b_me_ben2021,s14bq04f,14B.04f. Conséquence du choc sur les Achats produits alimentaires du ménage,food_consumption,unknown,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=food_consumption; file_description=Section 14b. Shocks and coping strategies - Other shocks and coping strategies
Bulgaria,Integrated Household Survey 1995,1995,BGR_1995_IHS_v01_M,HHEXPPC,expfood,Exp - Food - Total,food_consumption,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=food_consumption; file_description=
Bulgaria,Integrated Household Survey 1995,1995,BGR_1995_IHS_v01_M,HHEXPPC,expnfood,Exp - N Food - Total,food_consumption,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=food_consumption; file_description=
Bulgaria,Integrated Household Survey 1995,1995,BGR_1995_IHS_v01_M,HHEXPPCD,expfood,Exp - Food - Total,food_consumption,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=food_consumption; file_description=
Bulgaria,Integrated Household Survey 1995,1995,BGR_1995_IHS_v01_M,HHEXPPCD,expnfood,Exp - N Food - Total,food_consumption,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=food_consumption; file_description=
Bulgaria,Integrated Household Survey 1995,1995,BGR_1995_IHS_v01_M,HHEXPPCS,expfood,Exp - Food - Total,food_consumption,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=food_consumption; file_description=
Bulgaria,Integrated Household Survey 1995,1995,BGR_1995_IHS_v01_M,HHEXPPCS,expnfood,Exp - N Food - Total,food_consumption,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=food_consumption; file_description=
Bulgaria,Integrated Household Survey 1995,1995,BGR_1995_IHS_v01_M,HHEXPTL,expfood,Exp - Food - Total,food_consumption,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=food_consumption; file_description=
Bulgaria,Integrated Household Survey 1995,1995,BGR_1995_IHS_v01_M,HHEXPTL,expnfood,Exp - N Food - Total,food_consumption,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=food_consumption; file_description=
Bulgaria,Integrated Household Survey 1995,1995,BGR_1995_IHS_v01_M,HHEXPTLD,expfood,Exp - Food - Total,food_consumption,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=food_consumption; file_description=
Bulgaria,Integrated Household Survey 1995,1995,BGR_1995_IHS_v01_M,HHEXPTLD,expnfood,Exp - N Food - Total,food_consumption,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=food_consumption; file_description=
Bulgaria,Integrated Household Survey 1995,1995,BGR_1995_IHS_v01_M,HHEXPTLS,expfood,Exp - Food - Total,food_consumption,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=food_consumption; file_description=
Bulgaria,Integrated Household Survey 1995,1995,BGR_1995_IHS_v01_M,HHEXPTLS,expnfood,Exp - N Food - Total,food_consumption,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=food_consumption; file_description=
Bulgaria,Integrated Household Survey 1995,1995,BGR_1995_IHS_v01_M,HHINCTL,aginc,Agriculture: total income,total_consumption_or_income,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=total_consumption_income; file_description=
Bulgaria,Integrated Household Survey 1995,1995,BGR_1995_IHS_v01_M,HHPOOR,expfood,Exp - Food - Total,food_consumption,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=food_consumption; file_description=
Bulgaria,Integrated Household Survey 1995,1995,BGR_1995_IHS_v01_M,HHPOOR,expnfood,Exp - N Food - Total,food_consumption,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=food_consumption; file_description=
Bulgaria,Integrated Household Survey 1995,1995,BGR_1995_IHS_v01_M,HHPOORD,expfood,Exp - Food - Total,food_consumption,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=food_consumption; file_description=
Bulgaria,Integrated Household Survey 1995,1995,BGR_1995_IHS_v01_M,HHPOORD,expnfood,Exp - N Food - Total,food_consumption,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=food_consumption; file_description=
Bulgaria,Integrated Household Survey 1997,1997,BGR_1997_IHS_v01_M,HHEXPPC,expfood,Exp - Food - Total,food_consumption,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=food_consumption; file_description=
Bulgaria,Integrated Household Survey 1997,1997,BGR_1997_IHS_v01_M,HHEXPPC,expnfood,Exp - N Food - Total,food_consumption,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=food_consumption; file_description=
Bulgaria,Integrated Household Survey 1997,1997,BGR_1997_IHS_v01_M,HHEXPPCD,expfood,Exp - Food - Total,food_consumption,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=food_consumption; file_description=
Bulgaria,Integrated Household Survey 1997,1997,BGR_1997_IHS_v01_M,HHEXPPCD,expnfood,Exp - N Food - Total,food_consumption,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=food_consumption; file_description=
Bulgaria,Integrated Household Survey 1997,1997,BGR_1997_IHS_v01_M,HHEXPPCS,expfood,Exp - Food - Total,food_consumption,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=food_consumption; file_description=
Bulgaria,Integrated Household Survey 1997,1997,BGR_1997_IHS_v01_M,HHEXPPCS,expnfood,Exp - N Food - Total,food_consumption,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=food_consumption; file_description=
Bulgaria,Integrated Household Survey 1997,1997,BGR_1997_IHS_v01_M,HHEXPTL,expfood,Exp - Food - Total,food_consumption,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=food_consumption; file_description=
Bulgaria,Integrated Household Survey 1997,1997,BGR_1997_IHS_v01_M,HHEXPTL,expnfood,Exp - N Food - Total,food_consumption,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=food_consumption; file_description=
Bulgaria,Integrated Household Survey 1997,1997,BGR_1997_IHS_v01_M,HHEXPTLD,expfood,Exp - Food - Total,food_consumption,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=food_consumption; file_description=
Bulgaria,Integrated Household Survey 1997,1997,BGR_1997_IHS_v01_M,HHEXPTLD,expnfood,Exp - N Food - Total,food_consumption,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=food_consumption; file_description=
Bulgaria,Integrated Household Survey 1997,1997,BGR_1997_IHS_v01_M,HHEXPTLS,expfood,Exp - Food - Total,food_consumption,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=food_consumption; file_description=
Bulgaria,Integrated Household Survey 1997,1997,BGR_1997_IHS_v01_M,HHEXPTLS,expnfood,Exp - N Food - Total,food_consumption,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=food_consumption; file_description=
Bulgaria,Integrated Household Survey 1997,1997,BGR_1997_IHS_v01_M,HHINCTL,aginc,Agriculture: total income,total_consumption_or_income,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=total_consumption_income; file_description=
Bulgaria,Integrated Household Survey 1997,1997,BGR_1997_IHS_v01_M,HHPOOR,expfood,Exp - Food - Total,food_consumption,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=food_consumption; file_description=
Bulgaria,Integrated Household Survey 1997,1997,BGR_1997_IHS_v01_M,HHPOOR,expnfood,Exp - N Food - Total,food_consumption,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=food_consumption; file_description=
Bulgaria,Integrated Household Survey 1997,1997,BGR_1997_IHS_v01_M,HHPOORD,expfood,Exp - Food - Total,food_consumption,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=food_consumption; file_description=
Bulgaria,Integrated Household Survey 1997,1997,BGR_1997_IHS_v01_M,HHPOORD,expnfood,Exp - N Food - Total,food_consumption,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=food_consumption; file_description=
Côte d'Ivoire,"Enquête Harmonisée sur le Conditions de Vie des Ménages, 2021-2022",2021-2022,CIV_2021_EHCVM-2_v01_M,ehcvm_conso_civ2021,inclus,item is included in the final consumption aggregate,total_consumption_or_income,unknown,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=total_consumption_income; file_description=Consumption aggregates
Côte d'Ivoire,"Enquête Harmonisée sur le Conditions de Vie des Ménages, 2021-2022",2021-2022,CIV_2021_EHCVM-2_v01_M,s05_me_civ2021,s05q08,5.08. Montant annuel de la pension alimentaire perçu par [NOM] ?,food_consumption,unknown,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=food_consumption; file_description=Section 5 - Non-employment income
Côte d'Ivoire,"Enquête Harmonisée sur le Conditions de Vie des Ménages, 2021-2022",2021-2022,CIV_2021_EHCVM-2_v01_M,s09a_me_civ2021,s09aq07,9A.07. Quel est le montant total des autres dépenses non alimentaires ?,food_consumption,unknown,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=food_consumption; file_description=Section 9a. Non-food consumption - Ceremonies last 12 months
Côte d'Ivoire,"Enquête Harmonisée sur le Conditions de Vie des Ménages, 2021-2022",2021-2022,CIV_2021_EHCVM-2_v01_M,s14b_me_civ2021,s14bq04e,14B.04e. Conséquence du choc sur le Stock produits alimentaires du ménage,food_consumption,unknown,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=food_consumption; file_description=Section 14b. Shocks and coping strategies - Other shocks and coping strategies
Côte d'Ivoire,"Enquête Harmonisée sur le Conditions de Vie des Ménages, 2021-2022",2021-2022,CIV_2021_EHCVM-2_v01_M,s14b_me_civ2021,s14bq04f,14B.04f. Conséquence du choc sur les Achats produits alimentaires du ménage,food_consumption,unknown,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=food_consumption; file_description=Section 14b. Shocks and coping strategies - Other shocks and coping strategies
Ethiopia,"Job Creation in Ethiopia - Impact Evaluation Survey, 2016-2020",2016-2020,ETH_2016-2020_FJW_v01_M,cjc_baseline,food_exp,Food expenditures in last 7 days,food_consumption,unknown,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=food_consumption; file_description=Baseline survey data
Ethiopia,"Job Creation in Ethiopia - Impact Evaluation Survey, 2016-2020",2016-2020,ETH_2016-2020_FJW_v01_M,cjc_baseline,food_expDV,Any food expenditures in last 7 days,food_consumption,unknown,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=food_consumption; file_description=Baseline survey data
Ethiopia,"Job Creation in Ethiopia - Impact Evaluation Survey, 2016-2020",2016-2020,ETH_2016-2020_FJW_v01_M,cjc_baseline,s11q24,If you earn 100 Birr a day for 12 days what is your total income?,total_consumption_or_income,unknown,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=total_consumption_income; file_description=Baseline survey data
Ethiopia,"Job Creation in Ethiopia - Impact Evaluation Survey, 2016-2020",2016-2020,ETH_2016-2020_FJW_v01_M,cjc_endline,s11q24,S11Q24: If you earn 100 Birr a day for 12 days what is your total income?,total_consumption_or_income,unknown,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=total_consumption_income; file_description=Endline survey data
Ethiopia,"Job Creation in Ethiopia - Impact Evaluation Survey, 2016-2020",2016-2020,ETH_2016-2020_FJW_v01_M,cjc_endline,s5q21e1,"S5Q21E1: Concerning your household's food consumption over the past one month, w",food_consumption,unknown,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=food_consumption; file_description=Endline survey data
Ethiopia,"Job Creation in Ethiopia - Impact Evaluation Survey, 2016-2020",2016-2020,ETH_2016-2020_FJW_v01_M,cjc_midline,s11q24,If you earn 100 Birr a day for 12 days what is your total income?,total_consumption_or_income,unknown,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=total_consumption_income; file_description=Midline survey data
Ethiopia,"Job Creation in Ethiopia - Impact Evaluation Survey, 2016-2020",2016-2020,ETH_2016-2020_FJW_v01_M,cjc_midline,s11q2e,If you earn 100 Birr a day for 12 days what is your total income?,total_consumption_or_income,unknown,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=total_consumption_income; file_description=Midline survey data
Ethiopia,"Job Creation in Ethiopia - Impact Evaluation Survey, 2016-2020",2016-2020,ETH_2016-2020_FJW_v01_M,cjc_midline,s5q21e1,"Concerning your household's food consumption over the past one month, which of t",food_consumption,unknown,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=food_consumption; file_description=Midline survey data
Ethiopia,Socio-Economic Panel Survey 2021-2022,2021-2022,ETH_2021_ESPS-W5_v02_M,cons_agg_w5.dta,food_cons2,Food consumption,food_consumption,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=food_consumption; file_description=Household Data - Consumption aggregate
Ethiopia,Socio-Economic Panel Survey 2021-2022,2021-2022,ETH_2021_ESPS-W5_v02_M,cons_agg_w5.dta,food_cons_ann,annual value of food consumption (selected items),food_consumption,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=food_consumption; file_description=Household Data - Consumption aggregate
