model,fpl_col,post_col,outcome,coef,se_hc1,t_hc1,se_person_cluster,t_person_cluster,se_state_cluster,t_state_cluster,n_person_months,n_persons,n_person_clusters,n_state_clusters,weighted_mean
lag_nonemployer_months,monthly_fpl,post_year2021,source_union,-0.00021931747011765446,0.0005704563593815875,-0.3844596812899222,0.0005742074768444125,-0.38194812669964734,0.00031209357111470365,-0.7027298554543079,71638,9878,9863,52,0.00024326755712627234
lag_nonemployer_months,monthly_fpl,post_year2021,source_bought_direct,0.03624630755970215,0.013574741066383421,2.6701288357877226,0.027332636406468876,1.3261182353826526,0.02548803419043058,1.4220911384884574,71638,9878,9863,52,0.17578574023180032
lag_nonemployer_months,monthly_fpl,post_year2021,direct_purchase,0.07349094135426615,0.016347403396631245,4.4955727567969985,0.032768568425771444,2.2427266397291814,0.033427278512979726,2.198531996127947,71638,9878,9863,52,0.2793873215952941
lag_nonemployer_months,monthly_fpl,post_year2021,marketplace_flag,0.06319085087239418,0.015328961218349906,4.122317877401244,0.031033270545500622,2.036229174741492,0.03332377735538655,1.8962691473564244,71638,9878,9863,52,0.20980276121984434
lag_nonemployer_months,monthly_fpl,post_year2021,subsidized_private,-0.0017884614365832885,0.01156893521990542,-0.15459170637467792,0.02393463064085228,-0.07472275062104755,0.02230252517755949,-0.08019098386145147,71638,9878,9863,52,0.1044518192823385
lag_nonemployer_months,monthly_fpl,post_year2021,market_or_subsidy,0.07390624013344027,0.016357223404925198,4.518263173637827,0.032824958018652636,2.2515258082415026,0.03502636547520281,2.110017386353225,71638,9878,9863,52,0.2813358490663765
lag_nonemployer_months,monthly_fpl,post_year2021,public,0.04384528320586023,0.015708097242948395,2.7912536144721822,0.0319577647979503,1.3719759026661453,0.033910206004752634,1.2929819181787088,71638,9878,9863,52,0.20282214135203847
lag_nonemployer_months,monthly_fpl,post_year2021,medicaid,0.04516437199116252,0.014973506098222908,3.0162856778428626,0.030506852265898155,1.4804664734830464,0.031029695256554975,1.4555209652476886,71638,9878,9863,52,0.17517759906715585
lag_nongroup_uninsured_months,monthly_fpl,post_year2021,uninsured,-0.061942698719750666,0.025221878040088234,-2.455911436146726,0.04900463344667933,-1.2640171829292206,0.05796674213990178,-1.0685903059767095,41543,6622,6612,52,0.4934526075633814
lag_nongroup_uninsured_months,monthly_fpl,post_year2021,any_coverage,0.06194269872155278,0.02522187804008715,2.4559114362182823,0.04900463344667621,1.2640171829660753,0.05796674213992351,1.0685903060073978,41543,6622,6612,52,0.5065473924366186
lag_nongroup_uninsured_months,monthly_fpl,post_year2021,private,-0.004216451890765249,0.02411978848815166,-0.17481297121807235,0.046094936385529216,-0.09147321205738639,0.046948089654065515,-0.08981093633061428,41543,6622,6612,52,0.37308052732105657
lag_nongroup_uninsured_months,monthly_fpl,post_year2021,rpritype1_employer,-0.013724013337812757,0.009970016934251097,-1.376528588498696,0.011281085367169142,-1.2165507919790381,0.014203265542514769,-0.9662576044031943,41543,6622,6612,52,0.03070814200169346
lag_nongroup_uninsured_months,monthly_fpl,post_year2021,source_employer_related,-0.0255429479974274,0.009581221179673957,-2.665938664646985,0.009562206145674872,-2.671240047358826,0.010576156124503296,-2.415144755498493,41543,6622,6612,52,0.026368674587321204
lag_nongroup_uninsured_months,monthly_fpl,post_year2021,source_current_employer,-0.026385642871414566,0.009504449836856558,-2.7761357389773114,0.009525288187173058,-2.7700624225675394,0.01053668787374924,-2.5041685952519193,41543,6622,6612,52,0.025015008897350206
lag_nongroup_uninsured_months,monthly_fpl,post_year2021,source_former_employer,0.0011250902045461817,0.0013106727304331984,0.8584066627939388,0.001317621511871574,0.8538796569495004,0.001552646029660463,0.7246276247472964,41543,6622,6612,52,0.0009569684265440759
lag_nongroup_uninsured_months,monthly_fpl,post_year2021,source_union,-0.00028239533055849785,0.0009605055892241411,-0.29400696229847634,0.0009670833691856592,-0.2920072245646115,0.0004453869993590564,-0.6340448440679337,41543,6622,6612,52,0.00039669726342692426
lag_nongroup_uninsured_months,monthly_fpl,post_year2021,source_bought_direct,0.03949271659318088,0.022202267416114307,1.778769521734399,0.04427916270151332,0.8919029670773595,0.04508753233934983,0.8759121323371668,41543,6622,6612,52,0.2993078095721606
lag_nongroup_uninsured_months,monthly_fpl,post_year2021,direct_purchase,0.09926832754653603,0.02501930366644279,3.9676694791342233,0.049317586222739386,2.012838322990863,0.05696615173176882,1.742584403699086,41543,6622,6612,52,0.4743075793701053
lag_nongroup_uninsured_months,monthly_fpl,post_year2021,marketplace_flag,0.09128252861750008,0.02410287189713034,3.787205483524479,0.04857623440136974,1.8791602466189952,0.06328826225827237,1.4423295151474727,41543,6622,6612,52,0.3559107513704913
lag_nongroup_uninsured_months,monthly_fpl,post_year2021,subsidized_private,-0.010650651539924949,0.019262633043475943,-0.5529177405750465,0.03982520015327608,-0.2674349783286353,0.03922465864308717,-0.27152948957025497,41543,6622,6612,52,0.1774595602222047
lag_nongroup_uninsured_months,monthly_fpl,post_year2021,market_or_subsidy,0.1006460082790066,0.025012958198848693,4.023754706615996,0.04939548878065569,2.0375546586031903,0.05993064096972078,1.67937480144517,41543,6622,6612,52,0.4775372976995447
lag_nongroup_uninsured_months,monthly_fpl,post_year2021,public,0.0812637227648394,0.018137698339164267,4.480376795625094,0.03544509827767966,2.2926646197511733,0.036346002757810324,2.2358365872125177,41543,6622,6612,52,0.15856997034279277
lag_nongroup_uninsured_months,monthly_fpl,post_year2021,medicaid,0.08198194879801002,0.018124136347497904,4.5233575397002515,0.03541778600086485,2.314711280823938,0.03659124794696826,2.2404797157185388,41543,6622,6612,52,0.1576763230820324
lag_current_employer_months,monthly_fpl,post_year2021,uninsured,-0.001074684147690616,0.002048320970572849,-0.5246658912983065,0.0020550758229262054,-0.5229413609471509,0.0019216330720504336,-0.559255647356183,126551,14453,14432,52,0.0028376075829148724
lag_current_employer_months,monthly_fpl,post_year2021,any_coverage,0.0010746841478166402,0.0020483209705756495,0.5246658913591148,0.002055075822920188,0.5229413610100055,0.001921633072061172,0.5592556474186396,126551,14453,14432,52,0.9971623924170852
lag_current_employer_months,monthly_fpl,post_year2021,private,0.002702638317424899,0.0023776061528516497,1.1367056373838085,0.0023817707339242574,1.134718081354528,0.002577229227888964,1.048660432754233,126551,14453,14432,52,0.9963747936749122
lag_current_employer_months,monthly_fpl,post_year2021,rpritype1_employer,-0.0010716110692268188,0.002867300821675134,-0.3737351383315136,0.0028239493506921234,-0.379472482027405,0.0025568264473224797,-0.4191176410698563,126551,14453,14432,52,0.9943684965357694
lag_current_employer_months,monthly_fpl,post_year2021,source_employer_related,-0.0006734091330322656,0.002896796518923316,-0.23246684005356336,0.002853750017319278,-0.23597341355948365,0.0025713387283147426,-0.26189047970106155,126551,14453,14432,52,0.9941897577696525
lag_current_employer_months,monthly_fpl,post_year2021,source_current_employer,-0.0031605290621907756,0.0030364302132795547,-1.0408699822470762,0.0030028101072538107,-1.0525237858218097,0.003221991945340582,-0.9809239488513652,126551,14453,14432,52,0.99257723138585
lag_current_employer_months,monthly_fpl,post_year2021,source_former_employer,0.002445622639099941,0.0009370736812388562,2.6098509520262176,0.0012250500496160375,1.9963450798328304,0.0011195751047803986,2.184420347199166,126551,14453,14432,52,0.0026127585550987623
lag_current_employer_months,monthly_fpl,post_year2021,source_union,-1.338379849565724e-05,0.0007163097292053717,-0.01868437346300513,0.0009011693688597853,-0.014851590564591916,0.0011407851706412204,-0.01173209368433005,126551,14453,14432,52,0.0008460648019486868
lag_current_employer_months,monthly_fpl,post_year2021,source_bought_direct,0.005616958817750796,0.0025413203487219187,2.210252170914099,0.003370235399569063,1.6666369412857664,0.003991201215141633,1.4073354148223447,126551,14453,14432,52,0.005485996870037009
lag_current_employer_months,monthly_fpl,post_year2021,direct_purchase,0.013819242815704985,0.0038458294569909375,3.593306195776416,0.006381123192439291,2.1656442602579418,0.007784632982697875,1.775195162883033,126551,14453,14432,52,0.014287480985792852
lag_current_employer_months,monthly_fpl,post_year2021,marketplace_flag,0.010291599758133305,0.003552268380732872,2.8971909369105817,0.005812635097528125,1.7705566555364707,0.006600570718590147,1.559198468875968,126551,14453,14432,52,0.010786862004322387
lag_current_employer_months,monthly_fpl,post_year2021,subsidized_private,0.003081332639537089,0.0021980209397033895,1.4018668265976109,0.0030319207734189556,1.0162972154653018,0.0035160856754409804,0.8763531164952727,126551,14453,14432,52,0.0027316129596103803
lag_current_employer_months,monthly_fpl,post_year2021,market_or_subsidy,0.013560936867142576,0.003850650189573562,3.5217265135798725,0.006384783530862047,2.1239462233282067,0.007795627636979269,1.7395567744686826,126551,14453,14432,52,0.014489614324923511
lag_current_employer_months,monthly_fpl,post_year2021,public,0.008253490065721208,0.004794751506791816,1.7213592933919626,0.009605360803320985,0.8592587238230159,0.009668212762562325,0.8536727799041341,126551,14453,14432,52,0.030962646816371654
lag_current_employer_months,monthly_fpl,post_year2021,medicaid,0.007025202007296255,0.004364636616654975,1.6095731728247098,0.008404159883658455,0.8359196046420384,0.008176351823516724,0.8592098479777319,126551,14453,14432,52,0.022484399317019947
