spec,label,outcome,term,coef,se_hc1,t_hc1,se_state_cluster,t_state_cluster,se_person_cluster,t_person_cluster,n,persons,states,state_clusters,person_clusters,weighted_mean
monthly_work_proxy_postjul_low100,"monthly FPL 0-200%, work-activity proxy, target <=100%, post July 2023",any_coverage,georgia_x_post_x_target_low100,-0.04452583125198217,0.0579319207507432,-0.7685889001256868,0.03701574486707915,-1.202888970946585,0.11105007057036911,-0.4009527506222293,19288,2032,10,10,2032,0.6716136095838259
monthly_work_proxy_postjul_low100,"monthly FPL 0-200%, work-activity proxy, target <=100%, post July 2023",public,georgia_x_post_x_target_low100,-0.046361730870684646,0.048769849055377644,-0.950622808326542,0.03905999745847484,-1.1869363514417113,0.09725991855294104,-0.4766786931396491,19288,2032,10,10,2032,0.203638677956061
monthly_work_proxy_postjul_low100,"monthly FPL 0-200%, work-activity proxy, target <=100%, post July 2023",private,georgia_x_post_x_target_low100,-0.014498944304002528,0.06008297596727513,-0.24131534882525693,0.025858582264136235,-0.5607014396961504,0.11003259211231245,-0.13176954232981414,19288,2032,10,10,2032,0.5153242712912117
monthly_work_proxy_postjul_low100,"monthly FPL 0-200%, work-activity proxy, target <=100%, post July 2023",direct_purchase,georgia_x_post_x_target_low100,-0.10004048737341696,0.054540635371122075,-1.8342376595485343,0.015073136918475387,-6.6370051512499515,0.10158266283761634,-0.9848185170469039,19288,2032,10,10,2032,0.20218701388156401
monthly_work_proxy_postjul_low100,"monthly FPL 0-200%, work-activity proxy, target <=100%, post July 2023",marketplace_flag,georgia_x_post_x_target_low100,-0.02419305625307888,0.05246814278764355,-0.4610999164006323,0.018360464743655543,-1.317671234952742,0.09791869263450632,-0.2470729091878551,19288,2032,10,10,2032,0.1670807017137544
monthly_work_proxy_postjul_low100,"monthly FPL 0-200%, work-activity proxy, target <=100%, post July 2023",market_or_subsidy,georgia_x_post_x_target_low100,-0.10226305581445237,0.054547602878040446,-1.8747488508907697,0.014952596380979833,-6.8391504196912685,0.1015938543086687,-1.0065870274372155,19288,2032,10,10,2032,0.2027691132661473
monthly_work_proxy_postjul_low100,"monthly FPL 0-200%, work-activity proxy, target <=100%, post July 2023",snap_month,georgia_x_post_x_target_low100,-0.13182721499376662,0.04120966320566897,-3.1989393928274557,0.01943748221073438,-6.78211373080845,0.07641433071958856,-1.725163509937975,19288,2032,10,10,2032,0.13487838612179953
monthly_work_proxy_postjul_low100,"monthly FPL 0-200%, work-activity proxy, target <=100%, post July 2023",work_activity_proxy,georgia_x_post_x_target_low100,-1.5956261185459385e-11,1.4123520215440845e-12,-11.297651677529272,1.0665788885386261e-11,-1.4960225968209317,3.6244607250638994e-12,-4.402382146154467,19288,2032,10,10,2032,1.0
annual_000_200_postjul_low100,"annual FPL 0-200%, target <=100%, post July 2023",medicaid,georgia_x_post_x_target_low100,-0.08148014780008056,0.03413996053895195,-2.3866503216111186,0.024291309811875227,-3.3542920670439753,0.0722996371454848,-1.1269786546248122,35006,2539,10,10,2539,0.2597439709013904
annual_000_200_postjul_low100,"annual FPL 0-200%, target <=100%, post July 2023",uninsured,georgia_x_post_x_target_low100,0.07568299208073648,0.04145291551862964,1.8257579987763048,0.024463636944030556,3.0936933970156923,0.0803090562741479,0.9423967307296003,35006,2539,10,10,2539,0.3434790167626853
annual_000_200_postjul_low100,"annual FPL 0-200%, target <=100%, post July 2023",any_coverage,georgia_x_post_x_target_low100,-0.07568299218091357,0.041452915518476886,-1.8257580011996801,0.024463636934557283,-3.093693402308629,0.08030905627463883,-0.9423967319712341,35006,2539,10,10,2539,0.6565209832373148
annual_000_200_postjul_low100,"annual FPL 0-200%, target <=100%, post July 2023",public,georgia_x_post_x_target_low100,-0.07763141811404657,0.03441015158745915,-2.2560614973384627,0.025075931108277882,-3.09585385997569,0.07266161942664838,-1.0683964756994604,35006,2539,10,10,2539,0.26982172244470215
annual_000_200_postjul_low100,"annual FPL 0-200%, target <=100%, post July 2023",private,georgia_x_post_x_target_low100,-0.04905578626510445,0.040763902532172464,-1.2034124119099663,0.02495415952733151,-1.9658360447433698,0.07848423656831467,-0.6250399877739149,35006,2539,10,10,2539,0.4272449479893476
annual_000_200_postjul_low100,"annual FPL 0-200%, target <=100%, post July 2023",direct_purchase,georgia_x_post_x_target_low100,-0.011300218655323204,0.03515603964800688,-0.32143036498036986,0.012094802825574173,-0.9343036689634295,0.06745835763468534,-0.1675139901347513,35006,2539,10,10,2539,0.199283494588352
annual_000_200_postjul_low100,"annual FPL 0-200%, target <=100%, post July 2023",marketplace_flag,georgia_x_post_x_target_low100,-0.00016070689810577168,0.03200887973457566,-0.005020697363931102,0.009424802087649746,-0.017051487830854493,0.06248234149204556,-0.002572037063083348,35006,2539,10,10,2539,0.1644703005259831
annual_000_200_postjul_low100,"annual FPL 0-200%, target <=100%, post July 2023",market_or_subsidy,georgia_x_post_x_target_low100,-0.01774605565564657,0.03517773916031835,-0.5044683393316164,0.01150397178443912,-1.5426025018290483,0.06746877485125216,-0.2630262027844903,35006,2539,10,10,2539,0.20266343053268504
annual_000_200_postjul_low100,"annual FPL 0-200%, target <=100%, post July 2023",snap_month,georgia_x_post_x_target_low100,-0.2113519107405247,0.033163504291241264,-6.373027074715514,0.007329577192666616,-28.83548466506177,0.06621170944057077,-3.1920624392008263,35006,2539,10,10,2539,0.20240575865592958
annual_000_200_postjul_low100,"annual FPL 0-200%, target <=100%, post July 2023",work_activity_proxy,georgia_x_post_x_target_low100,-5.419881378866294e-11,1.3205054811761138e-12,-41.04399001842123,4.9523348690963884e-11,-1.0944093083623028,4.130372411707445e-12,-13.122016221839381,35006,2539,10,10,2539,0.5509609052380016
monthly_050_150_postjul_low100,"monthly FPL 50-150%, local target <=100%, post July 2023",medicaid,georgia_x_post_x_target_low100,-0.14413149971224856,0.06224016577426332,-2.3157312953663083,0.04680343365001243,-3.079506960750737,0.11806212992348344,-1.2208106003649162,15865,1811,10,10,1811,0.29856531459936403
monthly_050_150_postjul_low100,"monthly FPL 50-150%, local target <=100%, post July 2023",uninsured,georgia_x_post_x_target_low100,0.20969630245235898,0.06678100707665824,3.1400590022796093,0.0676482050737137,3.0998058592073625,0.12991858548210994,1.614059310099513,15865,1811,10,10,1811,0.34047924958064485
monthly_050_150_postjul_low100,"monthly FPL 50-150%, local target <=100%, post July 2023",any_coverage,georgia_x_post_x_target_low100,-0.20969630247051915,0.06678100707604863,-3.1400590025802093,0.06764820507623905,-3.0998058593600955,0.1299185854811599,-1.6140593102510972,15865,1811,10,10,1811,0.6595207504193552
monthly_050_150_postjul_low100,"monthly FPL 50-150%, local target <=100%, post July 2023",public,georgia_x_post_x_target_low100,-0.1277279415989578,0.062240308676508614,-2.0521739739887606,0.05036909603648656,-2.535839466057397,0.11799771153702525,-1.0824611760278031,15865,1811,10,10,1811,0.3069569402440472
monthly_050_150_postjul_low100,"monthly FPL 50-150%, local target <=100%, post July 2023",private,georgia_x_post_x_target_low100,-0.13181530351919948,0.05939173048234332,-2.2194218361491775,0.0454953892088345,-2.8973332421476017,0.1154920553628456,-1.1413365456616955,15865,1811,10,10,1811,0.4003485947983706
monthly_050_150_postjul_low100,"monthly FPL 50-150%, local target <=100%, post July 2023",direct_purchase,georgia_x_post_x_target_low100,-0.03251439586710059,0.05542136574635699,-0.5866761930030181,0.02467456775812026,-1.3177290960406098,0.10226981185483436,-0.3179276003093929,15865,1811,10,10,1811,0.2085300273328777
monthly_050_150_postjul_low100,"monthly FPL 50-150%, local target <=100%, post July 2023",marketplace_flag,georgia_x_post_x_target_low100,-0.07440779676220548,0.05451030262908653,-1.3650226319327332,0.014610499024262837,-5.092762173190705,0.09885895150253117,-0.7526662546112514,15865,1811,10,10,1811,0.17997072462783878
monthly_050_150_postjul_low100,"monthly FPL 50-150%, local target <=100%, post July 2023",market_or_subsidy,georgia_x_post_x_target_low100,-0.033777664843504036,0.05553076117147961,-0.6082694371719168,0.03079620610124822,-1.0968125337404782,0.1026152216163489,-0.3291681712659528,15865,1811,10,10,1811,0.2126937135301207
monthly_050_150_postjul_low100,"monthly FPL 50-150%, local target <=100%, post July 2023",snap_month,georgia_x_post_x_target_low100,-0.17458713924273303,0.06085104066409974,-2.869090443439764,0.015469651722750836,-11.285783440487675,0.10809449897458966,-1.6151343583522613,15865,1811,10,10,1811,0.22879094357567029
monthly_050_150_postjul_low100,"monthly FPL 50-150%, local target <=100%, post July 2023",work_activity_proxy,georgia_x_post_x_target_low100,-7.425030835363376e-12,2.256466908213173e-12,-3.2905560495203674,1.1576860369690247e-11,-0.6413682637827343,4.5387739543609724e-12,-1.6359111315136576,15865,1811,10,10,1811,0.5764448051710408
