reference_year,state,rating_areas_age40,rating_areas_age60,slcsp_state_mean_age40,slcsp_state_mean_age60,slcsp_state_median_age40,slcsp_state_median_age60,fpl_single,gross_burden_age60_at400fpl,gross_burden_age40_at400fpl,gross_burden_excess_age60_over_8p5,pre_2021_age60_excess_burden,high_pre_premium_burden
2020,NH,1,1,404.6,859.22,404.6,859.22,12760,0.20201097178683383,0.0951253918495298,0.11701097178683383,0.13378624950850765,0
2020,NJ,1,1,389.02,826.14,389.02,826.14,12760,0.1942335423197492,0.09146238244514106,0.1092335423197492,0.11075049055166004,0
2020,NM,5,5,355.118,754.144,352.93,749.49,12760,0.1773065830721003,0.08349169278996865,0.09230658307210028,0.11301866433730456,0
2020,OH,17,17,373.11058823529413,792.35,370.61,787.05,12760,0.18628918495297808,0.08772192513368986,0.10128918495297808,0.1111336829210811,0
2020,OK,5,5,580.368,1232.4940000000001,584.58,1241.44,12760,0.28977131661442007,0.13645015673981192,0.20477131661442005,0.23841625260318358,1
2020,OR,7,7,452.2857142857143,960.2857142857143,441.0,936.0,12760,0.22577250335871027,0.10633676668159427,0.14077250335871028,0.13668937478984075,0
2020,PA,9,9,439.7988888888889,933.9699999999999,460.62,978.19,12760,0.21958542319749216,0.10340099268547544,0.13458542319749217,0.15060255563010158,0
2020,SC,46,46,504.7321739130435,1071.865,509.29999999999995,1081.56,12760,0.25200587774294675,0.11866743900776885,0.16700587774294673,0.18476105163007142,1
2020,SD,4,4,565.9375,1201.8475,526.505,1118.1100000000001,12760,0.2825660266457681,0.13305740595611285,0.19756602664576806,0.18652694154853924,1
2020,TN,8,8,537.615,1141.69,486.39,1032.905,12760,0.26842241379310344,0.12639851097178684,0.18342241379310342,0.23893967106594438,1
2020,TX,26,26,472.7361538461538,1003.9180769230769,454.65999999999997,965.54,12760,0.2360308958283096,0.11114486375693272,0.15103089582830959,0.16144879916698981,0
2020,UT,6,6,524.6750000000001,1064.24,524.4200000000001,1063.725,12760,0.25021316614420064,0.12335619122257054,0.16521316614420062,0.19236762729021772,1
2020,VA,12,12,534.0308333333334,1134.0800000000002,524.2950000000001,1113.405,12760,0.26663322884012547,0.12555583855799374,0.18163322884012545,0.205593148274815,1
2020,WI,16,16,501.6925,1065.41,473.79999999999995,1006.1800000000001,12760,0.2504882445141066,0.11795278213166144,0.1654882445141066,0.18010641330391422,0
2020,WV,11,11,614.1800000000001,1304.2918181818181,623.46,1324.0,12760,0.3066516813907096,0.14439968652037619,0.22165168139070957,0.20973733067750447,1
2020,WY,3,3,864.2199999999999,1835.2833333333335,890.54,1891.18,12760,0.431492946708464,0.20318652037617554,0.346492946708464,0.35125787223799687,1
2021,AK,3,3,676.0,1435.6666666666667,676.0,1437.0,16090,0.26768178993163455,0.12604101926662523,0.18268178993163453,0.21000617989373607,1
2021,AL,13,13,587.3015384615385,1247.2115384615386,576.56,1224.41,12880,0.29049958193979936,0.13679383659818442,0.20549958193979934,0.19854898533309476,1
2021,AR,7,7,393.61,835.89,393.61,835.89,12880,0.19469487577639752,0.09167934782608696,0.10969487577639751,0.1037833145817777,0
2021,AZ,7,7,521.0628571428572,1106.5400000000002,506.79,1076.22,12880,0.2577344720496895,0.12136557231588288,0.1727344720496895,0.20474757727743675,1
2021,DE,1,1,539.55,1145.8,539.55,1145.8,12880,0.2668788819875776,0.12567158385093166,0.18187888198757757,0.22592096885432614,1
2021,FL,67,67,508.84179104477613,1080.5914925373136,472.61,1003.65,12880,0.25169056503198295,0.11851905070918699,0.16669056503198293,0.20837611750284935,1
2021,GA,16,16,471.083125,1000.408125,457.825,972.25,12880,0.23301431482919258,0.10972433035714285,0.14801431482919258,0.1758417431723521,0
2021,HI,1,1,477.84,1014.76,477.84,1014.76,14820,0.20541700404858299,0.09672874493927125,0.12041700404858298,0.12671822023069465,0
2021,IA,7,7,488.32142857142856,1037.0085714285715,489.05,1038.56,12880,0.24153926353149957,0.11373946317657499,0.15653926353149955,0.2897810668854524,1
2021,IL,13,13,485.92153846153843,1031.91,494.37,1049.86,12880,0.2403517080745342,0.11318048256091734,0.1553517080745342,0.18891628633995464,1
2021,IN,17,17,405.2923529411765,860.6941176470588,409.61,869.87,12880,0.20047223237120934,0.09440039276580198,0.11547223237120934,0.0925341107508569,0
2021,KS,7,7,477.94428571428574,1014.9785714285715,466.86,991.44,12880,0.23640805235137533,0.11132242679680568,0.15140805235137533,0.1768675701832235,0
2021,KY,8,8,472.28,1002.94875,453.315,962.6700000000001,12880,0.23360607531055902,0.1100031055900621,0.14860607531055903,0.14622335878675413,0
2021,LA,8,8,543.1475,1153.445,542.13,1151.28,12880,0.268659549689441,0.12650951086956522,0.18365954968944098,0.1673643045439331,0
2021,ME,4,4,458.85249999999996,974.43,427.765,908.41,12880,0.22696350931677017,0.10687558229813664,0.14196350931677015,0.20630075727110633,1
2021,MI,16,16,376.78375,800.14875,376.48,799.505,12880,0.18637005046583852,0.0877601902173913,0.10137005046583851,0.12112297059750955,0
2021,MO,10,10,514.2909999999999,1092.167,496.885,1055.205,12880,0.25438672360248443,0.11978827639751552,0.1693867236024844,0.1996475182231173,1
2021,MS,6,6,455.65166666666664,967.6316666666667,462.33000000000004,981.815,12880,0.22538004658385094,0.10613004658385093,0.14038004658385095,0.17758080447304966,0
2021,MT,4,4,463.47,984.2375,472.28499999999997,1002.9649999999999,12880,0.22924786490683227,0.10795108695652175,0.14424786490683228,0.17683378914531542,0
2021,NC,16,16,517.07875,1098.08125,488.53499999999997,1037.4650000000001,12880,0.2557642663043478,0.12043759704968944,0.17076426630434777,0.2294809392563836,1
2021,ND,4,4,444.8275,944.65,428.82,910.66,12880,0.22002717391304347,0.1036088897515528,0.13502717391304347,0.09917278735374101,0
2021,NE,4,4,629.5325,1336.8925,579.0550000000001,1229.705,12880,0.31138800465838506,0.14663024068322983,0.22638800465838504,0.31179552797547305,1
