download_priority_order,country,wave,idno,source_relative_path,source_file_name,source_suffix,source_bytes,target_relative_path,target_exists_before,target_bytes_before,file_staging_action,copy_error,data_write_gate_status,modeling_gate_status
4,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,sect1_plantingw2.dta,sect1_plantingw2.dta,.dta,6540292,temp/raw_downloads/NGA_2012_GHSP-W2_v02_M/sect1_plantingw2.dta,0,0,copied,,blocked_no_data_write,blocked
4,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,sect2_plantingw2.dta,sect2_plantingw2.dta,.dta,5132132,temp/raw_downloads/NGA_2012_GHSP-W2_v02_M/sect2_plantingw2.dta,0,0,copied,,blocked_no_data_write,blocked
4,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,sect2a_harvestw2.dta,sect2a_harvestw2.dta,.dta,3132715,temp/raw_downloads/NGA_2012_GHSP-W2_v02_M/sect2a_harvestw2.dta,0,0,copied,,blocked_no_data_write,blocked
4,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,sect2b_harvestw2.dta,sect2b_harvestw2.dta,.dta,2801875,temp/raw_downloads/NGA_2012_GHSP-W2_v02_M/sect2b_harvestw2.dta,0,0,copied,,blocked_no_data_write,blocked
4,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,sect3a_harvestw2.dta,sect3a_harvestw2.dta,.dta,7892626,temp/raw_downloads/NGA_2012_GHSP-W2_v02_M/sect3a_harvestw2.dta,0,0,copied,,blocked_no_data_write,blocked
4,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,sect3a_plantingw2.dta,sect3a_plantingw2.dta,.dta,7382350,temp/raw_downloads/NGA_2012_GHSP-W2_v02_M/sect3a_plantingw2.dta,0,0,copied,,blocked_no_data_write,blocked
4,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,sect3b_harvestw2.dta,sect3b_harvestw2.dta,.dta,4764216,temp/raw_downloads/NGA_2012_GHSP-W2_v02_M/sect3b_harvestw2.dta,0,0,copied,,blocked_no_data_write,blocked
4,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,sect3b_plantingw2.dta,sect3b_plantingw2.dta,.dta,1140034,temp/raw_downloads/NGA_2012_GHSP-W2_v02_M/sect3b_plantingw2.dta,0,0,copied,,blocked_no_data_write,blocked
4,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,sect3c_plantingw2.dta,sect3c_plantingw2.dta,.dta,900360,temp/raw_downloads/NGA_2012_GHSP-W2_v02_M/sect3c_plantingw2.dta,0,0,copied,,blocked_no_data_write,blocked
4,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,sect3d_plantingw2.dta,sect3d_plantingw2.dta,.dta,1309368,temp/raw_downloads/NGA_2012_GHSP-W2_v02_M/sect3d_plantingw2.dta,0,0,copied,,blocked_no_data_write,blocked
4,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,sect3e_plantingw2.dta,sect3e_plantingw2.dta,.dta,2075224,temp/raw_downloads/NGA_2012_GHSP-W2_v02_M/sect3e_plantingw2.dta,0,0,copied,,blocked_no_data_write,blocked
4,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,sect4a_harvestw2 - Archive.dta,sect4a_harvestw2 - Archive.dta,.dta,956859,temp/raw_downloads/NGA_2012_GHSP-W2_v02_M/sect4a_harvestw2 - Archive.dta,0,0,copied,,blocked_no_data_write,blocked
4,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,sect4a_harvestw2 - Copy.dta,sect4a_harvestw2 - Copy.dta,.dta,6112153,temp/raw_downloads/NGA_2012_GHSP-W2_v02_M/sect4a_harvestw2 - Copy.dta,0,0,copied,,blocked_no_data_write,blocked
4,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,sect4a_harvestw2.dta,sect4a_harvestw2.dta,.dta,948999,temp/raw_downloads/NGA_2012_GHSP-W2_v02_M/sect4a_harvestw2.dta,0,0,copied,,blocked_no_data_write,blocked
4,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,sect4a_plantingw2.dta,sect4a_plantingw2.dta,.dta,4277898,temp/raw_downloads/NGA_2012_GHSP-W2_v02_M/sect4a_plantingw2.dta,0,0,copied,,blocked_no_data_write,blocked
4,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,sect4b_harvestw2.dta,sect4b_harvestw2.dta,.dta,3414463,temp/raw_downloads/NGA_2012_GHSP-W2_v02_M/sect4b_harvestw2.dta,0,0,copied,,blocked_no_data_write,blocked
4,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,sect4b_plantingw2.dta,sect4b_plantingw2.dta,.dta,801029,temp/raw_downloads/NGA_2012_GHSP-W2_v02_M/sect4b_plantingw2.dta,0,0,copied,,blocked_no_data_write,blocked
4,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,sect5_harvestw2.dta,sect5_harvestw2.dta,.dta,3345426,temp/raw_downloads/NGA_2012_GHSP-W2_v02_M/sect5_harvestw2.dta,0,0,copied,,blocked_no_data_write,blocked
4,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,sect5a_plantingw2.dta,sect5a_plantingw2.dta,.dta,7277918,temp/raw_downloads/NGA_2012_GHSP-W2_v02_M/sect5a_plantingw2.dta,0,0,copied,,blocked_no_data_write,blocked
4,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,sect5b_plantingw2.dta,sect5b_plantingw2.dta,.dta,1154453,temp/raw_downloads/NGA_2012_GHSP-W2_v02_M/sect5b_plantingw2.dta,0,0,copied,,blocked_no_data_write,blocked
4,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,sect6_harvestw2.dta,sect6_harvestw2.dta,.dta,1746639,temp/raw_downloads/NGA_2012_GHSP-W2_v02_M/sect6_harvestw2.dta,0,0,copied,,blocked_no_data_write,blocked
4,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,sect6_plantingw2.dta,sect6_plantingw2.dta,.dta,1481241,temp/raw_downloads/NGA_2012_GHSP-W2_v02_M/sect6_plantingw2.dta,0,0,copied,,blocked_no_data_write,blocked
4,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,sect7_harvestw2.dta,sect7_harvestw2.dta,.dta,13299714,temp/raw_downloads/NGA_2012_GHSP-W2_v02_M/sect7_harvestw2.dta,0,0,copied,,blocked_no_data_write,blocked
4,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,sect7a_plantingw2.dta,sect7a_plantingw2.dta,.dta,2045484,temp/raw_downloads/NGA_2012_GHSP-W2_v02_M/sect7a_plantingw2.dta,0,0,copied,,blocked_no_data_write,blocked
4,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,sect7b_plantingw2.dta,sect7b_plantingw2.dta,.dta,32488679,temp/raw_downloads/NGA_2012_GHSP-W2_v02_M/sect7b_plantingw2.dta,0,0,copied,,blocked_no_data_write,blocked
4,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,sect8_harvestw2.dta,sect8_harvestw2.dta,.dta,1141115,temp/raw_downloads/NGA_2012_GHSP-W2_v02_M/sect8_harvestw2.dta,0,0,copied,,blocked_no_data_write,blocked
4,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,sect8a_plantingw2.dta,sect8a_plantingw2.dta,.dta,936787,temp/raw_downloads/NGA_2012_GHSP-W2_v02_M/sect8a_plantingw2.dta,0,0,copied,,blocked_no_data_write,blocked
4,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,sect8b_plantingw2.dta,sect8b_plantingw2.dta,.dta,6691400,temp/raw_downloads/NGA_2012_GHSP-W2_v02_M/sect8b_plantingw2.dta,0,0,copied,,blocked_no_data_write,blocked
4,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,sect8c_plantingw2.dta,sect8c_plantingw2.dta,.dta,6921619,temp/raw_downloads/NGA_2012_GHSP-W2_v02_M/sect8c_plantingw2.dta,0,0,copied,,blocked_no_data_write,blocked
4,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,sect8d_plantingw2.dta,sect8d_plantingw2.dta,.dta,3929188,temp/raw_downloads/NGA_2012_GHSP-W2_v02_M/sect8d_plantingw2.dta,0,0,copied,,blocked_no_data_write,blocked
4,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,sect8e_plantingw2.dta,sect8e_plantingw2.dta,.dta,514165,temp/raw_downloads/NGA_2012_GHSP-W2_v02_M/sect8e_plantingw2.dta,0,0,copied,,blocked_no_data_write,blocked
4,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,sect9_harvestw2.dta,sect9_harvestw2.dta,.dta,1561859,temp/raw_downloads/NGA_2012_GHSP-W2_v02_M/sect9_harvestw2.dta,0,0,copied,,blocked_no_data_write,blocked
4,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,sect9_plantingw2.dta,sect9_plantingw2.dta,.dta,290773,temp/raw_downloads/NGA_2012_GHSP-W2_v02_M/sect9_plantingw2.dta,0,0,copied,,blocked_no_data_write,blocked
4,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,secta_harvestw2.dta,secta_harvestw2.dta,.dta,315064,temp/raw_downloads/NGA_2012_GHSP-W2_v02_M/secta_harvestw2.dta,0,0,copied,,blocked_no_data_write,blocked
4,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,secta_plantingw2.dta,secta_plantingw2.dta,.dta,330448,temp/raw_downloads/NGA_2012_GHSP-W2_v02_M/secta_plantingw2.dta,0,0,copied,,blocked_no_data_write,blocked
4,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,sectc1_harvestw2.dta,sectc1_harvestw2.dta,.dta,149598,temp/raw_downloads/NGA_2012_GHSP-W2_v02_M/sectc1_harvestw2.dta,0,0,copied,,blocked_no_data_write,blocked
4,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,sectc2_harvestw2.dta,sectc2_harvestw2.dta,.dta,430196,temp/raw_downloads/NGA_2012_GHSP-W2_v02_M/sectc2_harvestw2.dta,0,0,copied,,blocked_no_data_write,blocked
4,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,sectc3_harvestw2.dta,sectc3_harvestw2.dta,.dta,384776,temp/raw_downloads/NGA_2012_GHSP-W2_v02_M/sectc3_harvestw2.dta,0,0,copied,,blocked_no_data_write,blocked
4,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,sectc4_harvestw2.dta,sectc4_harvestw2.dta,.dta,114094,temp/raw_downloads/NGA_2012_GHSP-W2_v02_M/sectc4_harvestw2.dta,0,0,copied,,blocked_no_data_write,blocked
4,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,sectc5_harvestw2.dta,sectc5_harvestw2.dta,.dta,188615,temp/raw_downloads/NGA_2012_GHSP-W2_v02_M/sectc5_harvestw2.dta,0,0,copied,,blocked_no_data_write,blocked
4,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,sectc6_harvestw2.dta,sectc6_harvestw2.dta,.dta,123457,temp/raw_downloads/NGA_2012_GHSP-W2_v02_M/sectc6_harvestw2.dta,0,0,copied,,blocked_no_data_write,blocked
4,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,sectc7_harvestw2.dta,sectc7_harvestw2.dta,.dta,609060,temp/raw_downloads/NGA_2012_GHSP-W2_v02_M/sectc7_harvestw2.dta,0,0,copied,,blocked_no_data_write,blocked
4,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,sectc8_harvestw2.dta,sectc8_harvestw2.dta,.dta,660656,temp/raw_downloads/NGA_2012_GHSP-W2_v02_M/sectc8_harvestw2.dta,0,0,copied,,blocked_no_data_write,blocked
4,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,sectc_harvestw2.dta,sectc_harvestw2.dta,.dta,34810,temp/raw_downloads/NGA_2012_GHSP-W2_v02_M/sectc_harvestw2.dta,0,0,copied,,blocked_no_data_write,blocked
4,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,w2agnsconversion.dta,w2agnsconversion.dta,.dta,83260,temp/raw_downloads/NGA_2012_GHSP-W2_v02_M/w2agnsconversion.dta,0,0,copied,,blocked_no_data_write,blocked
6,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,NGA_2010_GHSP_v02_M_STATA/anthroNa.dta,anthroNa.dta,.dta,1476798,temp/raw_downloads/NGA_2010_GHSP-W1_v03_M/NGA_2010_GHSP_v02_M_STATA/anthroNa.dta,0,0,copied,,blocked_no_data_write,blocked
6,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,NGA_2010_GHSP_v02_M_STATA/aux2.dta,aux2.dta,.dta,977151,temp/raw_downloads/NGA_2010_GHSP-W1_v03_M/NGA_2010_GHSP_v02_M_STATA/aux2.dta,0,0,copied,,blocked_no_data_write,blocked
6,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,NGA_2010_GHSP_v02_M_STATA/aux3.dta,aux3.dta,.dta,1014651,temp/raw_downloads/NGA_2010_GHSP-W1_v03_M/NGA_2010_GHSP_v02_M_STATA/aux3.dta,0,0,copied,,blocked_no_data_write,blocked
6,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,NGA_2010_GHSP_v02_M_STATA/aux4.dta,aux4.dta,.dta,1117781,temp/raw_downloads/NGA_2010_GHSP-W1_v03_M/NGA_2010_GHSP_v02_M_STATA/aux4.dta,0,0,copied,,blocked_no_data_write,blocked
6,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,NGA_2010_GHSP_v02_M_STATA/auxround_1.dta,auxround_1.dta,.dta,513756,temp/raw_downloads/NGA_2010_GHSP-W1_v03_M/NGA_2010_GHSP_v02_M_STATA/auxround_1.dta,0,0,copied,,blocked_no_data_write,blocked
6,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,NGA_2010_GHSP_v02_M_STATA/auxyear_1.dta,auxyear_1.dta,.dta,273262,temp/raw_downloads/NGA_2010_GHSP-W1_v03_M/NGA_2010_GHSP_v02_M_STATA/auxyear_1.dta,0,0,copied,,blocked_no_data_write,blocked
6,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,NGA_2010_GHSP_v02_M_STATA/cons_agg_w1.dta,cons_agg_w1.dta,.dta,871247,temp/raw_downloads/NGA_2010_GHSP-W1_v03_M/NGA_2010_GHSP_v02_M_STATA/cons_agg_w1.dta,0,0,copied,,blocked_no_data_write,blocked
6,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,NGA_2010_GHSP_v02_M_STATA/GHS_PANEL_HOUSEHOLD_POST_HARVEST_FINAL.pdf,GHS_PANEL_HOUSEHOLD_POST_HARVEST_FINAL.pdf,.pdf,577427,temp/raw_downloads/NGA_2010_GHSP-W1_v03_M/NGA_2010_GHSP_v02_M_STATA/GHS_PANEL_HOUSEHOLD_POST_HARVEST_FINAL.pdf,0,0,copied,,blocked_no_data_write,blocked
6,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,NGA_2010_GHSP_v02_M_STATA/hhchildren.dta,hhchildren.dta,.dta,41516,temp/raw_downloads/NGA_2010_GHSP-W1_v03_M/NGA_2010_GHSP_v02_M_STATA/hhchildren.dta,0,0,copied,,blocked_no_data_write,blocked
6,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,NGA_2010_GHSP_v02_M_STATA/NGA_HouseholdGeovariables_Y1.dta,NGA_HouseholdGeovariables_Y1.dta,.dta,748847,temp/raw_downloads/NGA_2010_GHSP-W1_v03_M/NGA_2010_GHSP_v02_M_STATA/NGA_HouseholdGeovariables_Y1.dta,0,0,copied,,blocked_no_data_write,blocked
6,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,NGA_2010_GHSP_v02_M_STATA/NGA_PlotGeovariables_Y1.dta,NGA_PlotGeovariables_Y1.dta,.dta,180209,temp/raw_downloads/NGA_2010_GHSP-W1_v03_M/NGA_2010_GHSP_v02_M_STATA/NGA_PlotGeovariables_Y1.dta,0,0,copied,,blocked_no_data_write,blocked
6,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,NGA_2010_GHSP_v02_M_STATA/Panel_Household_Questionnaire_FINAL.pdf,Panel_Household_Questionnaire_FINAL.pdf,.pdf,440831,temp/raw_downloads/NGA_2010_GHSP-W1_v03_M/NGA_2010_GHSP_v02_M_STATA/Panel_Household_Questionnaire_FINAL.pdf,0,0,copied,,blocked_no_data_write,blocked
6,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,NGA_2010_GHSP_v02_M_STATA/Post Harvest Wave 1/Agriculture/secta10_harvestw1.dta,secta10_harvestw1.dta,.dta,217443,temp/raw_downloads/NGA_2010_GHSP-W1_v03_M/NGA_2010_GHSP_v02_M_STATA/Post Harvest Wave 1/Agriculture/secta10_harvestw1.dta,0,0,copied,,blocked_no_data_write,blocked
6,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,NGA_2010_GHSP_v02_M_STATA/Post Harvest Wave 1/Agriculture/secta1_harvestw1.dta,secta1_harvestw1.dta,.dta,1289303,temp/raw_downloads/NGA_2010_GHSP-W1_v03_M/NGA_2010_GHSP_v02_M_STATA/Post Harvest Wave 1/Agriculture/secta1_harvestw1.dta,0,0,copied,,blocked_no_data_write,blocked
6,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,NGA_2010_GHSP_v02_M_STATA/Post Harvest Wave 1/Agriculture/secta2_harvestw1.dta,secta2_harvestw1.dta,.dta,351321,temp/raw_downloads/NGA_2010_GHSP-W1_v03_M/NGA_2010_GHSP_v02_M_STATA/Post Harvest Wave 1/Agriculture/secta2_harvestw1.dta,0,0,copied,,blocked_no_data_write,blocked
6,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,NGA_2010_GHSP_v02_M_STATA/Post Harvest Wave 1/Agriculture/secta3_harvestw1.dta,secta3_harvestw1.dta,.dta,1783031,temp/raw_downloads/NGA_2010_GHSP-W1_v03_M/NGA_2010_GHSP_v02_M_STATA/Post Harvest Wave 1/Agriculture/secta3_harvestw1.dta,0,0,copied,,blocked_no_data_write,blocked
6,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,NGA_2010_GHSP_v02_M_STATA/Post Harvest Wave 1/Agriculture/secta41_harvestw1.dta,secta41_harvestw1.dta,.dta,324534,temp/raw_downloads/NGA_2010_GHSP-W1_v03_M/NGA_2010_GHSP_v02_M_STATA/Post Harvest Wave 1/Agriculture/secta41_harvestw1.dta,0,0,copied,,blocked_no_data_write,blocked
6,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,NGA_2010_GHSP_v02_M_STATA/Post Harvest Wave 1/Agriculture/secta42_harvestw1.dta,secta42_harvestw1.dta,.dta,303860,temp/raw_downloads/NGA_2010_GHSP-W1_v03_M/NGA_2010_GHSP_v02_M_STATA/Post Harvest Wave 1/Agriculture/secta42_harvestw1.dta,0,0,copied,,blocked_no_data_write,blocked
6,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,NGA_2010_GHSP_v02_M_STATA/Post Harvest Wave 1/Agriculture/secta5a_harvestw1.dta,secta5a_harvestw1.dta,.dta,46341,temp/raw_downloads/NGA_2010_GHSP-W1_v03_M/NGA_2010_GHSP_v02_M_STATA/Post Harvest Wave 1/Agriculture/secta5a_harvestw1.dta,0,0,copied,,blocked_no_data_write,blocked
6,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,NGA_2010_GHSP_v02_M_STATA/Post Harvest Wave 1/Agriculture/secta5b_harvestw1.dta,secta5b_harvestw1.dta,.dta,38355,temp/raw_downloads/NGA_2010_GHSP-W1_v03_M/NGA_2010_GHSP_v02_M_STATA/Post Harvest Wave 1/Agriculture/secta5b_harvestw1.dta,0,0,copied,,blocked_no_data_write,blocked
6,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,NGA_2010_GHSP_v02_M_STATA/Post Harvest Wave 1/Agriculture/secta6_harvestw1.dta,secta6_harvestw1.dta,.dta,822824,temp/raw_downloads/NGA_2010_GHSP-W1_v03_M/NGA_2010_GHSP_v02_M_STATA/Post Harvest Wave 1/Agriculture/secta6_harvestw1.dta,0,0,copied,,blocked_no_data_write,blocked
6,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,NGA_2010_GHSP_v02_M_STATA/Post Harvest Wave 1/Agriculture/secta7_harvestw1.dta,secta7_harvestw1.dta,.dta,57055,temp/raw_downloads/NGA_2010_GHSP-W1_v03_M/NGA_2010_GHSP_v02_M_STATA/Post Harvest Wave 1/Agriculture/secta7_harvestw1.dta,0,0,copied,,blocked_no_data_write,blocked
6,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,NGA_2010_GHSP_v02_M_STATA/Post Harvest Wave 1/Agriculture/secta8_harvestw1.dta,secta8_harvestw1.dta,.dta,24885,temp/raw_downloads/NGA_2010_GHSP-W1_v03_M/NGA_2010_GHSP_v02_M_STATA/Post Harvest Wave 1/Agriculture/secta8_harvestw1.dta,0,0,copied,,blocked_no_data_write,blocked
6,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,NGA_2010_GHSP_v02_M_STATA/Post Harvest Wave 1/Agriculture/secta9a1_harvestw1.dta,secta9a1_harvestw1.dta,.dta,18615,temp/raw_downloads/NGA_2010_GHSP-W1_v03_M/NGA_2010_GHSP_v02_M_STATA/Post Harvest Wave 1/Agriculture/secta9a1_harvestw1.dta,0,0,copied,,blocked_no_data_write,blocked
6,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,NGA_2010_GHSP_v02_M_STATA/Post Harvest Wave 1/Agriculture/secta9a2_harvestw1.dta,secta9a2_harvestw1.dta,.dta,30836,temp/raw_downloads/NGA_2010_GHSP-W1_v03_M/NGA_2010_GHSP_v02_M_STATA/Post Harvest Wave 1/Agriculture/secta9a2_harvestw1.dta,0,0,copied,,blocked_no_data_write,blocked
6,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,NGA_2010_GHSP_v02_M_STATA/Post Harvest Wave 1/Agriculture/secta9b1_harvestw1.dta,secta9b1_harvestw1.dta,.dta,17447,temp/raw_downloads/NGA_2010_GHSP-W1_v03_M/NGA_2010_GHSP_v02_M_STATA/Post Harvest Wave 1/Agriculture/secta9b1_harvestw1.dta,0,0,copied,,blocked_no_data_write,blocked
6,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,NGA_2010_GHSP_v02_M_STATA/Post Harvest Wave 1/Agriculture/secta9b2_harvestw1.dta,secta9b2_harvestw1.dta,.dta,22248,temp/raw_downloads/NGA_2010_GHSP-W1_v03_M/NGA_2010_GHSP_v02_M_STATA/Post Harvest Wave 1/Agriculture/secta9b2_harvestw1.dta,0,0,copied,,blocked_no_data_write,blocked
6,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,NGA_2010_GHSP_v02_M_STATA/Post Harvest Wave 1/Agriculture/sectaa_harvestw1.dta,sectaa_harvestw1.dta,.dta,36604,temp/raw_downloads/NGA_2010_GHSP-W1_v03_M/NGA_2010_GHSP_v02_M_STATA/Post Harvest Wave 1/Agriculture/sectaa_harvestw1.dta,0,0,copied,,blocked_no_data_write,blocked
6,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,NGA_2010_GHSP_v02_M_STATA/Post Planting Wave 1/Agriculture/sect11a1_plantingw1.dta,sect11a1_plantingw1.dta,.dta,277929,temp/raw_downloads/NGA_2010_GHSP-W1_v03_M/NGA_2010_GHSP_v02_M_STATA/Post Planting Wave 1/Agriculture/sect11a1_plantingw1.dta,0,0,copied,,blocked_no_data_write,blocked
6,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,NGA_2010_GHSP_v02_M_STATA/Post Planting Wave 1/Agriculture/sect11a_plantingw1.dta,sect11a_plantingw1.dta,.dta,58270,temp/raw_downloads/NGA_2010_GHSP-W1_v03_M/NGA_2010_GHSP_v02_M_STATA/Post Planting Wave 1/Agriculture/sect11a_plantingw1.dta,0,0,copied,,blocked_no_data_write,blocked
6,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,NGA_2010_GHSP_v02_M_STATA/Post Planting Wave 1/Agriculture/sect11b_plantingw1.dta,sect11b_plantingw1.dta,.dta,526941,temp/raw_downloads/NGA_2010_GHSP-W1_v03_M/NGA_2010_GHSP_v02_M_STATA/Post Planting Wave 1/Agriculture/sect11b_plantingw1.dta,0,0,copied,,blocked_no_data_write,blocked
6,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,NGA_2010_GHSP_v02_M_STATA/Post Planting Wave 1/Agriculture/sect11c_plantingw1.dta,sect11c_plantingw1.dta,.dta,1082327,temp/raw_downloads/NGA_2010_GHSP-W1_v03_M/NGA_2010_GHSP_v02_M_STATA/Post Planting Wave 1/Agriculture/sect11c_plantingw1.dta,0,0,copied,,blocked_no_data_write,blocked
6,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,NGA_2010_GHSP_v02_M_STATA/Post Planting Wave 1/Agriculture/sect11d_plantingw1.dta,sect11d_plantingw1.dta,.dta,903901,temp/raw_downloads/NGA_2010_GHSP-W1_v03_M/NGA_2010_GHSP_v02_M_STATA/Post Planting Wave 1/Agriculture/sect11d_plantingw1.dta,0,0,copied,,blocked_no_data_write,blocked
6,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,NGA_2010_GHSP_v02_M_STATA/Post Planting Wave 1/Agriculture/sect11e_plantingw1.dta,sect11e_plantingw1.dta,.dta,2560068,temp/raw_downloads/NGA_2010_GHSP-W1_v03_M/NGA_2010_GHSP_v02_M_STATA/Post Planting Wave 1/Agriculture/sect11e_plantingw1.dta,0,0,copied,,blocked_no_data_write,blocked
6,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,NGA_2010_GHSP_v02_M_STATA/Post Planting Wave 1/Agriculture/sect11f_plantingw1.dta,sect11f_plantingw1.dta,.dta,685599,temp/raw_downloads/NGA_2010_GHSP-W1_v03_M/NGA_2010_GHSP_v02_M_STATA/Post Planting Wave 1/Agriculture/sect11f_plantingw1.dta,0,0,copied,,blocked_no_data_write,blocked
6,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,NGA_2010_GHSP_v02_M_STATA/Post Planting Wave 1/Agriculture/sect11g_plantingw1.dta,sect11g_plantingw1.dta,.dta,91561,temp/raw_downloads/NGA_2010_GHSP-W1_v03_M/NGA_2010_GHSP_v02_M_STATA/Post Planting Wave 1/Agriculture/sect11g_plantingw1.dta,0,0,copied,,blocked_no_data_write,blocked
6,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,NGA_2010_GHSP_v02_M_STATA/Post Planting Wave 1/Agriculture/sect11h_plantingw1.dta,sect11h_plantingw1.dta,.dta,3076358,temp/raw_downloads/NGA_2010_GHSP-W1_v03_M/NGA_2010_GHSP_v02_M_STATA/Post Planting Wave 1/Agriculture/sect11h_plantingw1.dta,0,0,copied,,blocked_no_data_write,blocked
6,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,NGA_2010_GHSP_v02_M_STATA/Post Planting Wave 1/Agriculture/sect11i_plantingw1.dta,sect11i_plantingw1.dta,.dta,489033,temp/raw_downloads/NGA_2010_GHSP-W1_v03_M/NGA_2010_GHSP_v02_M_STATA/Post Planting Wave 1/Agriculture/sect11i_plantingw1.dta,0,0,copied,,blocked_no_data_write,blocked
