download_priority_order,queue_role,country,wave,idno,requirement,file_rank,file_id,expected_file_name,expected_file_key,candidate_variable_rows,strong_candidate_variable_rows,top_variable_names,official_core_file_match_status,matched_local_locations
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,weights_and_design,3,F25,CSEC2A.NSDstat,csec2a.nsdstat,1,1,Final_EA_code,missing_expected_core_file,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,weights_and_design,4,F26,CSEC2B.NSDstat,csec2b.nsdstat,1,1,Final_EA_code,missing_expected_core_file,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,weights_and_design,5,F27,CSEC2C.NSDstat,csec2c.nsdstat,1,1,Final_EA_code,missing_expected_core_file,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,weights_and_design,6,F28,CSEC2C_0.NSDstat,csec2c_0.nsdstat,1,1,Final_EA_code,missing_expected_core_file,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,weights_and_design,7,F29,CSEC3_0.NSDstat,csec3_0.nsdstat,1,1,Final_EA_code,missing_expected_core_file,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,weights_and_design,8,F30,CSEC3A.NSDstat,csec3a.nsdstat,1,1,Final_EA_code,missing_expected_core_file,
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,climate_geography,1,F1,REC001.NSDstat,rec001.nsdstat,4,0,area;district;parish;region,missing_expected_core_file,
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,climate_geography,2,F52,HEADS.NSDstat,heads.nsdstat,2,0,district;parish,missing_expected_core_file,
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,climate_geography,3,F53,HHSIZE.NSDstat,hhsize.nsdstat,2,0,district;parish,missing_expected_core_file,
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,climate_geography,4,F49,EXP97.NSDstat,exp97.nsdstat,1,1,Cluster,missing_expected_core_file,
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,climate_geography,5,F34,REC034.NSDstat,rec034.nsdstat,1,0,xearn,missing_expected_core_file,
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,climate_geography,6,F41,REC041.NSDstat,rec041.nsdstat,1,0,year,missing_expected_core_file,
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,climate_geography,7,F47,ANNUAL.NSDstat,annual.nsdstat,1,0,district,missing_expected_core_file,
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,consumption_or_income,1,F67,TOTGIFTS.NSDstat,totgifts.nsdstat,4,4,t_gfood;serial;tcgift;totgift,missing_expected_core_file,
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,consumption_or_income,2,F50,FOOD.NSDstat,food.nsdstat,3,3,consgift;giftfood;hpfood,missing_expected_core_file,
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,consumption_or_income,3,F58,MEALS.NSDstat,meals.nsdstat,3,3,consgift;giftfood;hpfood,missing_expected_core_file,
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,consumption_or_income,4,F47,ANNUAL.NSDstat,annual.nsdstat,1,1,non_food,missing_expected_core_file,
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,consumption_or_income,5,F66,TOTFOOD.NSDstat,totfood.nsdstat,1,1,t_food,missing_expected_core_file,
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,health_need_and_access,1,F3,REC003.NSDstat,rec003.nsdstat,7,3,a09;a10;a17;a13;a16;a181;a182,missing_expected_core_file,
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,health_need_and_access,2,F2,REC002.NSDstat,rec002.nsdstat,4,3,a03;a04;a05;a06,missing_expected_core_file,
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,health_need_and_access,3,F4,REC004.NSDstat,rec004.nsdstat,1,1,a25,missing_expected_core_file,
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,household_person_keys,1,F46,REC047.NSDstat,rec047.nsdstat,10,2,ind;member;age;assist;disabled;hhm1;indiv;marital;part_id;partner,missing_expected_core_file,
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,household_person_keys,2,F52,HEADS.NSDstat,heads.nsdstat,2,2,ind;member,missing_expected_core_file,
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,oop_health_expenditure,1,F3,REC003.NSDstat,rec003.nsdstat,10,10,a19;a20;a09;a10;a11;a12;a13;a14;a15;a16,missing_expected_core_file,
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,oop_health_expenditure,2,F33,REC033.NSDstat,rec033.nsdstat,1,0,m05b,missing_expected_core_file,
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,survey_timing,1,F1,REC001.NSDstat,rec001.nsdstat,3,3,int_date;ant_date;visits,missing_expected_core_file,
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,survey_timing,2,F57,LABORF.NSDstat,laborf.nsdstat,6,0,Q415;Q43;Q46m;Q46y;Q54m;Q54y,missing_expected_core_file,
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,survey_timing,3,F35,REC035.NSDstat,rec035.nsdstat,1,1,times,missing_expected_core_file,
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,survey_timing,4,F44,REC045.NSDstat,rec045.nsdstat,1,0,amtdue,missing_expected_core_file,
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,survey_timing,5,F41,REC041.NSDstat,rec041.nsdstat,1,0,year,missing_expected_core_file,
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,weights_and_design,1,F61,NUTR97.NSDstat,nutr97.nsdstat,1,1,weight,missing_expected_core_file,
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,weights_and_design,2,F49,EXP97.NSDstat,exp97.nsdstat,2,0,Areatype;Cluster,missing_expected_core_file,
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,weights_and_design,3,F57,LABORF.NSDstat,laborf.nsdstat,2,0,Q46y;Q54y,missing_expected_core_file,
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,weights_and_design,4,F1,REC001.NSDstat,rec001.nsdstat,1,0,area,missing_expected_core_file,
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,weights_and_design,5,F34,REC034.NSDstat,rec034.nsdstat,1,0,xearn,missing_expected_core_file,
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,weights_and_design,6,F41,REC041.NSDstat,rec041.nsdstat,1,0,year,missing_expected_core_file,
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,weights_and_design,7,F47,ANNUAL.NSDstat,annual.nsdstat,1,0,t_meal,missing_expected_core_file,
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,weights_and_design,8,F48,EDTOTALS.NSDstat,edtotals.nsdstat,1,0,area,missing_expected_core_file,
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,climate_geography,1,F13,KPRICE2,kprice2,5,0,aye1_12a;aye1_12b;aye1_12c;aye1_12d;aye1_12e,missing_expected_core_file,
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,climate_geography,2,F9,KHHLD,khhld,4,0,ae2_1a;ae2_1b;ae3_1a;ae3_1b,missing_expected_core_file,
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,climate_geography,3,F14,KPRICE3,kprice3,1,1,ayeaid,missing_expected_core_file,
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,climate_geography,4,F2,CORE,core,1,0,region,missing_expected_core_file,
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,climate_geography,5,F1,CONADULT,conadult,1,0,hhead,missing_expected_core_file,
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,consumption_or_income,1,F3,INCEXP,incexp,9,3,khomcx;khomcy;kfoodx;khousex;kotherx;kothery;kothousx;kselfemy;ktothhy,missing_expected_core_file,
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,consumption_or_income,2,F9,KHHLD,khhld,2,0,ad141_1d;ad141_2d,missing_expected_core_file,
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,consumption_or_income,3,F5,KADULT,kadult,1,1,a1o16,missing_expected_core_file,
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,health_need_and_access,1,F15,KYGPOV,kygpov,8,0,hcsblne;lcsblne;poor3e;poor4e;rhcsblne;rlcsblne;rpoor3e;rpoor4e,missing_expected_core_file,
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,health_need_and_access,2,F5,KADULT,kadult,2,0,a1l16;a1j98,missing_expected_core_file,
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,health_need_and_access,3,F3,INCEXP,incexp,1,0,khealthx,missing_expected_core_file,
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,health_need_and_access,4,F7,KCHILD,kchild,1,0,a1l16,missing_expected_core_file,
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,household_person_keys,1,F11,KINDIVH,kindivh,4,4,hid;pid;ab10_9_1;ab10_9_2,missing_expected_core_file,
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,household_person_keys,2,F4,KADIET,kadiet,2,2,pid;hhid,missing_expected_core_file,
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,household_person_keys,3,F6,KCHDIET,kchdiet,2,2,pid;hhid,missing_expected_core_file,
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,household_person_keys,4,F10,KINDIV,kindiv,1,1,pid,missing_expected_core_file,
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,household_person_keys,5,F1,CONADULT,conadult,1,1,pid,missing_expected_core_file,
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,household_person_keys,6,F5,KADULT,kadult,1,1,pid,missing_expected_core_file,
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,household_person_keys,7,F7,KCHILD,kchild,1,1,pid,missing_expected_core_file,
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,oop_health_expenditure,1,F9,KHHLD,khhld,3,3,ae15_1b;ae20_6a;ae20_6b,missing_expected_core_file,
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,oop_health_expenditure,2,F5,KADULT,kadult,4,0,a1l14;a1l15;a1l16;a1l9,missing_expected_core_file,
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,oop_health_expenditure,3,F7,KCHILD,kchild,4,0,a1l14;a1l15;a1l16;a1l9,missing_expected_core_file,
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,oop_health_expenditure,4,F3,INCEXP,incexp,1,1,khealthx,missing_expected_core_file,
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,survey_timing,1,F5,KADULT,kadult,5,4,a1o10;a1o14;a1o16;a1o18;a1h7_2,missing_expected_core_file,
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,survey_timing,2,F7,KCHILD,kchild,3,2,a1o10;a1o14;a1h7_2,missing_expected_core_file,
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,survey_timing,3,F2,CORE,core,1,1,month,missing_expected_core_file,
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,survey_timing,4,F9,KHHLD,khhld,1,1,aa4_2,missing_expected_core_file,
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,survey_timing,5,F1,CONADULT,conadult,1,0,gender,missing_expected_core_file,
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,survey_timing,6,F3,INCEXP,incexp,1,0,ktothhx,missing_expected_core_file,
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,weights_and_design,1,F14,KPRICE3,kprice3,11,1,ayeaid;ayea_10a;ayea_10b;ayea_10c;ayea_10d;ayea_10e;ayea_11a;ayea_11b;ayea_11c;ayea_11d;ayea_11e,missing_expected_core_file,
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,weights_and_design,2,F1,CONADULT,conadult,1,0,hhead,missing_expected_core_file,
13,sixth_country_backup_candidate,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,climate_geography,1,F52,S00,s00,4,1,v00_zone;v00_headn;v00_team;v00_ward,missing_expected_core_file,
13,sixth_country_backup_candidate,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,climate_geography,2,F2,FINAL_PREF,final_pref,4,0,district;district_name;Eastern;HEAD___,missing_expected_core_file,
13,sixth_country_backup_candidate,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,climate_geography,3,F7,S04,s04,2,0,v04_03b;v04_11b,missing_expected_core_file,
13,sixth_country_backup_candidate,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,climate_geography,4,F4,S01,s01,1,0,v01_05b,missing_expected_core_file,
13,sixth_country_backup_candidate,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,climate_geography,5,F48,S21,s21,1,0,v21_ward,missing_expected_core_file,
13,sixth_country_backup_candidate,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,consumption_or_income,1,F2,FINAL_PREF,final_pref,8,8,sh_nonfood_30;sh_nonfood_7;nonfood_30;nonfood_7;nonfood_pc_30;nonfood_pc_7;nonfood_pc_7_tadj;nfood,missing_expected_core_file,
13,sixth_country_backup_candidate,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,consumption_or_income,2,F10,S06B,s06b,2,2,v06b_idc;v06b_itm,missing_expected_core_file,
13,sixth_country_backup_candidate,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,consumption_or_income,3,F9,S06A,s06a,2,2,v06a_idc;v06a_itm,missing_expected_core_file,
13,sixth_country_backup_candidate,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,health_need_and_access,1,F14,S08,s08,6,4,v08_12;v08_17b;v08_14;v08_16;v08_17a;v08_17c,missing_expected_core_file,
13,sixth_country_backup_candidate,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,health_need_and_access,2,F46,S19,s19,2,1,v19_09;v19_05,missing_expected_core_file,
13,sixth_country_backup_candidate,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,health_need_and_access,3,F16,S09B,s09b,2,0,v09_18;v09_24,missing_expected_core_file,
13,sixth_country_backup_candidate,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,health_need_and_access,4,F6,S03,s03,2,0,v03_03a;v03_03b,missing_expected_core_file,
13,sixth_country_backup_candidate,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,household_person_keys,1,F4,S01,s01,8,1,v01_10;REC_TYPE;v01_01;v01_02;v01_03;v01_04;v01_05a;v01_05b,missing_expected_core_file,
13,sixth_country_backup_candidate,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,household_person_keys,2,F49,S21x,s21x,2,2,v21_10;v21_11,missing_expected_core_file,
13,sixth_country_backup_candidate,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,household_person_keys,3,F20,S10B,s10b,1,1,v10_02,missing_expected_core_file,
13,sixth_country_backup_candidate,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,household_person_keys,4,F22,S12,s12,1,1,v12_01,missing_expected_core_file,
13,sixth_country_backup_candidate,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,oop_health_expenditure,1,F14,S08,s08,6,6,v08_17a;v08_07a;v08_07b;v08_17b;v08_18;v08_17c,missing_expected_core_file,
13,sixth_country_backup_candidate,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,survey_timing,1,F52,S00,s00,7,7,v00_int1_m;v00_int1_y;v00_int2_m;v00_int2_y;v00_int3_m;v00_int3_y;v00_sup_m,missing_expected_core_file,
13,sixth_country_backup_candidate,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,survey_timing,2,F51,sys,sys,4,4,hsys_c1date;hsys_u1date;hsys_c2date;hsys_u2date,missing_expected_core_file,
13,sixth_country_backup_candidate,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,survey_timing,3,F2,FINAL_PREF,final_pref,1,1,Date,missing_expected_core_file,
13,sixth_country_backup_candidate,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,weights_and_design,1,F1,anthro,anthro,1,1,weight,missing_expected_core_file,
13,sixth_country_backup_candidate,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,weights_and_design,2,F10,S06B,s06b,1,1,xhpsu,missing_expected_core_file,
13,sixth_country_backup_candidate,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,weights_and_design,3,F11,S06C,s06c,1,1,xhpsu,missing_expected_core_file,
13,sixth_country_backup_candidate,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,weights_and_design,4,F12,S06D,s06d,1,1,xhpsu,missing_expected_core_file,
13,sixth_country_backup_candidate,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,weights_and_design,5,F18,S09D,s09d,1,1,xhpsu,missing_expected_core_file,
13,sixth_country_backup_candidate,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,weights_and_design,6,F39,S15D,s15d,1,1,xhpsu,missing_expected_core_file,
13,sixth_country_backup_candidate,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,weights_and_design,7,F4,S01,s01,1,1,xhpsu,missing_expected_core_file,
13,sixth_country_backup_candidate,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,weights_and_design,8,F48,S21,s21,1,1,xhpsu,missing_expected_core_file,
14,replacement_backup_wave,Malawi,2019-2020,MWI_2019_IHS-V_v06_M,climate_geography,1,F99,householdgeovariables_ihs5.dta,householdgeovariables_ihs5.dta,3,3,ea_id;ea_lat_mod;ea_lon_mod,missing_expected_core_file,
14,replacement_backup_wave,Malawi,2019-2020,MWI_2019_IHS-V_v06_M,climate_geography,2,F103,ihs5_consumption_aggregate.dta,ihs5_consumption_aggregate.dta,2,2,area;ea_id,missing_expected_core_file,
14,replacement_backup_wave,Malawi,2019-2020,MWI_2019_IHS-V_v06_M,climate_geography,3,F48,ag_mod_j.dta,ag_mod_j.dta,2,2,ag_j06e;ag_j06e_oth,missing_expected_core_file,
14,replacement_backup_wave,Malawi,2019-2020,MWI_2019_IHS-V_v06_M,climate_geography,4,F56,ag_mod_o2.dta,ag_mod_o2.dta,2,2,ag_o05e;ag_o05e_oth,missing_expected_core_file,
14,replacement_backup_wave,Malawi,2019-2020,MWI_2019_IHS-V_v06_M,climate_geography,5,F2,hh_mod_a_filt.dta,hh_mod_a_filt.dta,1,1,ea_id,missing_expected_core_file,
14,replacement_backup_wave,Malawi,2019-2020,MWI_2019_IHS-V_v06_M,climate_geography,6,F36,ag_mod_c.dta,ag_mod_c.dta,1,1,ag_c05e_oth,missing_expected_core_file,
14,replacement_backup_wave,Malawi,2019-2020,MWI_2019_IHS-V_v06_M,climate_geography,7,F8,HH_MOD_F1.dta,hh_mod_f1.dta,1,1,hh_f102e,missing_expected_core_file,
14,replacement_backup_wave,Malawi,2019-2020,MWI_2019_IHS-V_v06_M,consumption_or_income,1,F13,HH_MOD_I1.dta,hh_mod_i1.dta,5,5,case_id;hh_i01;hh_i02;hh_i03;HHID,missing_expected_core_file,
14,replacement_backup_wave,Malawi,2019-2020,MWI_2019_IHS-V_v06_M,consumption_or_income,2,F9,HH_MOD_G1.dta,hh_mod_g1.dta,2,2,hh_g00_2;hh_g00_1,missing_expected_core_file,
14,replacement_backup_wave,Malawi,2019-2020,MWI_2019_IHS-V_v06_M,consumption_or_income,3,F14,HH_MOD_I2.dta,hh_mod_i2.dta,2,2,case_id;hh_i04,missing_expected_core_file,
14,replacement_backup_wave,Malawi,2019-2020,MWI_2019_IHS-V_v06_M,consumption_or_income,4,F16,HH_MOD_K1.dta,hh_mod_k1.dta,1,1,hh_k03,missing_expected_core_file,
14,replacement_backup_wave,Malawi,2019-2020,MWI_2019_IHS-V_v06_M,consumption_or_income,5,F17,HH_MOD_K2.dta,hh_mod_k2.dta,1,1,hh_k03,missing_expected_core_file,
14,replacement_backup_wave,Malawi,2019-2020,MWI_2019_IHS-V_v06_M,consumption_or_income,6,F28,HH_MOD_T.dta,hh_mod_t.dta,1,1,hh_t01,missing_expected_core_file,
14,replacement_backup_wave,Malawi,2019-2020,MWI_2019_IHS-V_v06_M,health_need_and_access,1,F5,HH_MOD_D.dta,hh_mod_d.dta,8,8,hh_d34a;hh_d34b;hh_d04;hh_d05_oth;hh_d11;hh_d13;hh_d14;hh_d05a,missing_expected_core_file,
14,replacement_backup_wave,Malawi,2019-2020,MWI_2019_IHS-V_v06_M,health_need_and_access,2,F88,com_cd.dta,com_cd.dta,4,4,com_cd60a;com_cd53;com_cd54;com_cd51a,missing_expected_core_file,
14,replacement_backup_wave,Malawi,2019-2020,MWI_2019_IHS-V_v06_M,household_person_keys,1,F3,HH_MOD_B.dta,hh_mod_b.dta,1,1,case_id,missing_expected_core_file,
14,replacement_backup_wave,Malawi,2019-2020,MWI_2019_IHS-V_v06_M,household_person_keys,2,F36,ag_mod_c.dta,ag_mod_c.dta,1,1,case_id,missing_expected_core_file,
14,replacement_backup_wave,Malawi,2019-2020,MWI_2019_IHS-V_v06_M,household_person_keys,3,F48,ag_mod_j.dta,ag_mod_j.dta,1,1,case_id,missing_expected_core_file,
14,replacement_backup_wave,Malawi,2019-2020,MWI_2019_IHS-V_v06_M,household_person_keys,4,F56,ag_mod_o2.dta,ag_mod_o2.dta,1,1,case_id,missing_expected_core_file,
14,replacement_backup_wave,Malawi,2019-2020,MWI_2019_IHS-V_v06_M,household_person_keys,5,F8,HH_MOD_F1.dta,hh_mod_f1.dta,1,1,case_id,missing_expected_core_file,
14,replacement_backup_wave,Malawi,2019-2020,MWI_2019_IHS-V_v06_M,household_person_keys,6,F21,HH_MOD_N2.dta,hh_mod_n2.dta,1,1,HHID,missing_expected_core_file,
14,replacement_backup_wave,Malawi,2019-2020,MWI_2019_IHS-V_v06_M,household_person_keys,7,F32,HH_MOD_X.dta,hh_mod_x.dta,1,1,HHID,missing_expected_core_file,
14,replacement_backup_wave,Malawi,2019-2020,MWI_2019_IHS-V_v06_M,household_person_keys,8,F5,HH_MOD_D.dta,hh_mod_d.dta,1,1,PID,missing_expected_core_file,
14,replacement_backup_wave,Malawi,2019-2020,MWI_2019_IHS-V_v06_M,oop_health_expenditure,1,F5,HH_MOD_D.dta,hh_mod_d.dta,12,12,hh_d11;hh_d12;hh_d12_1;hh_d15;hh_d16;hh_d10;hh_d13;hh_d14;hh_d19;hh_d20;hh_d21;hh_d31,missing_expected_core_file,
14,replacement_backup_wave,Malawi,2019-2020,MWI_2019_IHS-V_v06_M,survey_timing,1,F1,HH_MOD_META.dta,hh_mod_meta.dta,10,10,module_f_1_start_date;moduleB_start_date;moduleF_start_date;moduleJ_start_date;moduleK_start_date;moduleL_start_date;moduleM_startdate;moduleN_start_date;moduleO_start_date;moduleP_start_date,missing_expected_core_file,
14,replacement_backup_wave,Malawi,2019-2020,MWI_2019_IHS-V_v06_M,survey_timing,2,F2,hh_mod_a_filt.dta,hh_mod_a_filt.dta,1,1,interviewDate,missing_expected_core_file,
14,replacement_backup_wave,Malawi,2019-2020,MWI_2019_IHS-V_v06_M,survey_timing,3,F85,com_ca.dta,com_ca.dta,1,1,InterviewDate,missing_expected_core_file,
14,replacement_backup_wave,Malawi,2019-2020,MWI_2019_IHS-V_v06_M,weights_and_design,1,F2,hh_mod_a_filt.dta,hh_mod_a_filt.dta,2,2,ea_id;hh_wgt,missing_expected_core_file,
14,replacement_backup_wave,Malawi,2019-2020,MWI_2019_IHS-V_v06_M,weights_and_design,2,F99,householdgeovariables_ihs5.dta,householdgeovariables_ihs5.dta,1,1,ea_id,missing_expected_core_file,
14,replacement_backup_wave,Malawi,2019-2020,MWI_2019_IHS-V_v06_M,weights_and_design,3,F103,ihs5_consumption_aggregate.dta,ihs5_consumption_aggregate.dta,1,1,ea_id,missing_expected_core_file,
14,replacement_backup_wave,Malawi,2019-2020,MWI_2019_IHS-V_v06_M,weights_and_design,4,F87,com_cc.dta,com_cc.dta,1,1,ea_id,missing_expected_core_file,
14,replacement_backup_wave,Malawi,2019-2020,MWI_2019_IHS-V_v06_M,weights_and_design,5,F84,com_meta.dta,com_meta.dta,1,1,ea_id,missing_expected_core_file,
14,replacement_backup_wave,Malawi,2019-2020,MWI_2019_IHS-V_v06_M,weights_and_design,6,F85,com_ca.dta,com_ca.dta,1,1,ea_id,missing_expected_core_file,
14,replacement_backup_wave,Malawi,2019-2020,MWI_2019_IHS-V_v06_M,weights_and_design,7,F86,com_cb.dta,com_cb.dta,1,1,ea_id,missing_expected_core_file,
14,replacement_backup_wave,Malawi,2019-2020,MWI_2019_IHS-V_v06_M,weights_and_design,8,F88,com_cd.dta,com_cd.dta,1,1,ea_id,missing_expected_core_file,
15,replacement_backup_wave,Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,climate_geography,1,F99,IHS4 Consumption Aggregate,ihs4 consumption aggregate,2,2,ea_id;area,missing_expected_core_file,
15,replacement_backup_wave,Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,climate_geography,2,F102,AG_MOD_J,ag_mod_j,2,2,ag_j06e;ag_j06e_oth,missing_expected_core_file,
15,replacement_backup_wave,Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,climate_geography,3,F34,AG_MOD_B1,ag_mod_b1,2,2,ag_b105e;ag_b105e_oth,missing_expected_core_file,
15,replacement_backup_wave,Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,climate_geography,4,F46,AG_MOD_I1,ag_mod_i1,2,2,ag_i106c;ag_i106c_oth,missing_expected_core_file,
15,replacement_backup_wave,Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,climate_geography,5,F55,AG_MOD_O1,ag_mod_o1,2,2,ag_o105e;ag_o105e_oth,missing_expected_core_file,
15,replacement_backup_wave,Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,climate_geography,6,F2,HH_MOD_A_FILT,hh_mod_a_filt,1,1,ea_id,missing_expected_core_file,
15,replacement_backup_wave,Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,climate_geography,7,F36,AG_MOD_C,ag_mod_c,1,1,ag_c05e,missing_expected_core_file,
