download_priority_order,queue_role,country,wave,idno,survey_name,requirement,requirement_role,candidate_rank,file_name,variable_name,variable_label,match_score,checklist_ref,raw_package_status,archive_preflight_status,current_verification_status,fill_raw_file_used,fill_raw_variable_used,fill_variable_label_verified,fill_value_distribution_checked,fill_missing_codes_documented,fill_unit_recall_period_documented,fill_merge_key_or_level_verified,fill_skip_pattern_checked,fill_promote_variable,review_notes
6,core_selected_lsms_isa_aligned,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,"General Household Survey, Panel 2010-2011, Wave 1",household_person_keys,merge_key_gate,8,secta41_harvestw1,hhid,household identification,27,household_person_keys,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,,,,
6,core_selected_lsms_isa_aligned,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,"General Household Survey, Panel 2010-2011, Wave 1",household_person_keys,merge_key_gate,9,secta42_harvestw1,hhid,household identification,27,household_person_keys,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,,,,
6,core_selected_lsms_isa_aligned,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,"General Household Survey, Panel 2010-2011, Wave 1",household_person_keys,merge_key_gate,10,sectaa_harvestw1,hhid,household identification,27,household_person_keys,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,,,,
6,core_selected_lsms_isa_aligned,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,"General Household Survey, Panel 2010-2011, Wave 1",household_person_keys,merge_key_gate,11,sect1_harvestw1,hhid,household identification,27,household_person_keys,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,,,,
6,core_selected_lsms_isa_aligned,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,"General Household Survey, Panel 2010-2011, Wave 1",household_person_keys,merge_key_gate,12,sect2a_harvestw1,hhid,household identification,27,household_person_keys,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,,,,
6,core_selected_lsms_isa_aligned,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,"General Household Survey, Panel 2010-2011, Wave 1",weights_and_design,survey_design_gate,1,cons_agg_wave1_visit1,ea,Enumeration area,19,weights_and_design,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,,,,
6,core_selected_lsms_isa_aligned,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,"General Household Survey, Panel 2010-2011, Wave 1",weights_and_design,survey_design_gate,2,cons_agg_wave1_visit2,ea,Enumeration area,19,weights_and_design,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,,,,
6,core_selected_lsms_isa_aligned,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,"General Household Survey, Panel 2010-2011, Wave 1",weights_and_design,survey_design_gate,3,cons_agg_wave1_visit1,hhweight,Household cross sect weight,18,weights_and_design,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,,,,
6,core_selected_lsms_isa_aligned,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,"General Household Survey, Panel 2010-2011, Wave 1",weights_and_design,survey_design_gate,4,cons_agg_wave1_visit2,hhweight,Household cross sect weight,18,weights_and_design,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,,,,
6,core_selected_lsms_isa_aligned,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,"General Household Survey, Panel 2010-2011, Wave 1",weights_and_design,survey_design_gate,5,NGA_HouseholdGeovariables_Y1,ea,ea code,10,weights_and_design,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,,,,
6,core_selected_lsms_isa_aligned,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,"General Household Survey, Panel 2010-2011, Wave 1",weights_and_design,survey_design_gate,6,NGA_HouseholdGeovariables_Y1,eviarea_avg,Avg total change in greenness(integral of daily EVI values)w/in primary growing,10,weights_and_design,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,,,,
6,core_selected_lsms_isa_aligned,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,"General Household Survey, Panel 2010-2011, Wave 1",weights_and_design,survey_design_gate,7,NGA_HouseholdGeovariables_Y1,h2010_eviarea,"Total change in greenness(integral of daily EVI values)w/in 2010 growing season,",10,weights_and_design,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,,,,
6,core_selected_lsms_isa_aligned,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,"General Household Survey, Panel 2010-2011, Wave 1",weights_and_design,survey_design_gate,8,secta7_harvestw1,ea,ea code,8,weights_and_design,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,,,,
6,core_selected_lsms_isa_aligned,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,"General Household Survey, Panel 2010-2011, Wave 1",weights_and_design,survey_design_gate,9,secta8_harvestw1,ea,ea code,8,weights_and_design,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,,,,
6,core_selected_lsms_isa_aligned,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,"General Household Survey, Panel 2010-2011, Wave 1",weights_and_design,survey_design_gate,10,secta9a1_harvestw1,ea,ea code,8,weights_and_design,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,,,,
6,core_selected_lsms_isa_aligned,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,"General Household Survey, Panel 2010-2011, Wave 1",weights_and_design,survey_design_gate,11,secta9a2_harvestw1,ea,ea code,8,weights_and_design,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,,,,
6,core_selected_lsms_isa_aligned,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,"General Household Survey, Panel 2010-2011, Wave 1",weights_and_design,survey_design_gate,12,secta9b1_harvestw1,ea,ea code,8,weights_and_design,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,,,,
6,core_selected_lsms_isa_aligned,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,"General Household Survey, Panel 2010-2011, Wave 1",consumption_or_income,financial_denominator_gate,1,cons_agg_wave1_visit1,totcons,Total consumption per capita,28,consumption_or_income,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,,,,
6,core_selected_lsms_isa_aligned,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,"General Household Survey, Panel 2010-2011, Wave 1",consumption_or_income,financial_denominator_gate,2,cons_agg_wave1_visit2,totcons,Total consumption per capita,28,consumption_or_income,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,,,,
6,core_selected_lsms_isa_aligned,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,"General Household Survey, Panel 2010-2011, Wave 1",consumption_or_income,financial_denominator_gate,3,cons_agg_wave1_visit1,nfdfoth,Expenditures on frequent non-food not mentioned elsewhere,25,consumption_or_income,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,,,,
6,core_selected_lsms_isa_aligned,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,"General Household Survey, Panel 2010-2011, Wave 1",consumption_or_income,financial_denominator_gate,4,cons_agg_wave1_visit2,nfdfoth,Expenditures on frequent non-food not mentioned elsewhere,25,consumption_or_income,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,,,,
6,core_selected_lsms_isa_aligned,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,"General Household Survey, Panel 2010-2011, Wave 1",consumption_or_income,financial_denominator_gate,5,cons_agg_wave1_visit1,fdfishpr,Fish and seafood auto-consumption,21,consumption_or_income,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,,,,
6,core_selected_lsms_isa_aligned,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,"General Household Survey, Panel 2010-2011, Wave 1",consumption_or_income,financial_denominator_gate,6,cons_agg_wave1_visit1,fdothpr,Food items not mentioned above auto-consumption,21,consumption_or_income,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,,,,
6,core_selected_lsms_isa_aligned,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,"General Household Survey, Panel 2010-2011, Wave 1",consumption_or_income,financial_denominator_gate,7,cons_agg_wave1_visit1,fdrestby,Food consumed in restaurants & canteens purchased,21,consumption_or_income,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,,,,
6,core_selected_lsms_isa_aligned,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,"General Household Survey, Panel 2010-2011, Wave 1",consumption_or_income,financial_denominator_gate,8,cons_agg_wave1_visit2,fdfishpr,Fish and seafood auto-consumption,21,consumption_or_income,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,,,,
6,core_selected_lsms_isa_aligned,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,"General Household Survey, Panel 2010-2011, Wave 1",consumption_or_income,financial_denominator_gate,9,cons_agg_wave1_visit2,fdothpr,Food items not mentioned above auto-consumption,21,consumption_or_income,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,,,,
6,core_selected_lsms_isa_aligned,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,"General Household Survey, Panel 2010-2011, Wave 1",consumption_or_income,financial_denominator_gate,10,cons_agg_wave1_visit2,fdrestby,Food consumed in restaurants & canteens purchased,21,consumption_or_income,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,,,,
6,core_selected_lsms_isa_aligned,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,"General Household Survey, Panel 2010-2011, Wave 1",consumption_or_income,financial_denominator_gate,11,cons_agg_wave1_visit1,fdalcpr,Alcoholic beverages auto-consumption,17,consumption_or_income,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,,,,
6,core_selected_lsms_isa_aligned,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,"General Household Survey, Panel 2010-2011, Wave 1",consumption_or_income,financial_denominator_gate,12,cons_agg_wave1_visit1,fdbeanpr,Pulses (beans and peas) auto-consumption,17,consumption_or_income,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,,,,
6,core_selected_lsms_isa_aligned,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,"General Household Survey, Panel 2010-2011, Wave 1",oop_health_expenditure,financial_outcome_gate,1,sect4a_harvestw1,s4aq20,Who paid for most of your health expenses including consultation,21,oop_health_expenditure,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,,,,
6,core_selected_lsms_isa_aligned,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,"General Household Survey, Panel 2010-2011, Wave 1",oop_health_expenditure,financial_outcome_gate,2,sect4a_harvestw1,s4aq20b,Who paid for most of your health expenses including consultation (Other specify),21,oop_health_expenditure,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,,,,
6,core_selected_lsms_isa_aligned,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,"General Household Survey, Panel 2010-2011, Wave 1",oop_health_expenditure,financial_outcome_gate,3,sect4a_harvestw1,s4aq19,Amount spent to pay for medicine and medication (NAIRA),18,oop_health_expenditure,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,,,,
6,core_selected_lsms_isa_aligned,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,"General Household Survey, Panel 2010-2011, Wave 1",oop_health_expenditure,financial_outcome_gate,4,sect4a_harvestw1,s4aq13,Spend any money for drugs or medicine over counter or kiosk in past 4wks?,14,oop_health_expenditure,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,,,,
6,core_selected_lsms_isa_aligned,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,"General Household Survey, Panel 2010-2011, Wave 1",oop_health_expenditure,financial_outcome_gate,5,sect4a_harvestw1,s4aq17,Amount spent for staying hospital or health facility (NAIRA),14,oop_health_expenditure,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,,,,
6,core_selected_lsms_isa_aligned,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,"General Household Survey, Panel 2010-2011, Wave 1",health_need_and_access,access_outcome_gate,1,sect4a_harvestw1,s4aq15,During past 12 months were you admitted in hospital or health facility?,19,health_need_and_access,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,,,,
6,core_selected_lsms_isa_aligned,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,"General Household Survey, Panel 2010-2011, Wave 1",health_need_and_access,access_outcome_gate,2,sect4a_harvestw1,s4aq16,Nbr of nights you stayed in hospital or health facility during past 12 months?(N,19,health_need_and_access,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,,,,
6,core_selected_lsms_isa_aligned,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,"General Household Survey, Panel 2010-2011, Wave 1",health_need_and_access,access_outcome_gate,3,sect4a_harvestw1,s4aq17,Amount spent for staying hospital or health facility (NAIRA),19,health_need_and_access,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,,,,
6,core_selected_lsms_isa_aligned,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,"General Household Survey, Panel 2010-2011, Wave 1",health_need_and_access,access_outcome_gate,4,sect4a_harvestw1,s4aq1,During the past 4wks have you consulted a health practitioner?,15,health_need_and_access,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,,,,
6,core_selected_lsms_isa_aligned,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,"General Household Survey, Panel 2010-2011, Wave 1",health_need_and_access,access_outcome_gate,5,sect4a_harvestw1,s4aq3,During the past 4 wks have you suffered from any illness or injury?,15,health_need_and_access,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,,,,
6,core_selected_lsms_isa_aligned,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,"General Household Survey, Panel 2010-2011, Wave 1",health_need_and_access,access_outcome_gate,6,sect4a_harvestw1,s4aq6a,Whom did you consult for this illness/injury in last 4 wks?(1st most important),12,health_need_and_access,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,,,,
6,core_selected_lsms_isa_aligned,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,"General Household Survey, Panel 2010-2011, Wave 1",health_need_and_access,access_outcome_gate,7,sect4a_harvestw1,s4aq6b,Whom did you consult for this illness/injury in last 4 wks?(2nd most important),12,health_need_and_access,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,,,,
6,core_selected_lsms_isa_aligned,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,"General Household Survey, Panel 2010-2011, Wave 1",health_need_and_access,access_outcome_gate,8,sect4a_harvestw1,s4aq6c,Whom did you consult for this illness/injury in last 4 wks?(other specify),12,health_need_and_access,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,,,,
6,core_selected_lsms_isa_aligned,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,"General Household Survey, Panel 2010-2011, Wave 1",health_need_and_access,access_outcome_gate,9,sect4a_harvestw1,s4aq20,Who paid for most of your health expenses including consultation,8,health_need_and_access,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,,,,
6,core_selected_lsms_isa_aligned,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,"General Household Survey, Panel 2010-2011, Wave 1",health_need_and_access,access_outcome_gate,10,sect4a_harvestw1,s4aq20b,Who paid for most of your health expenses including consultation (Other specify),8,health_need_and_access,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,,,,
6,core_selected_lsms_isa_aligned,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,"General Household Survey, Panel 2010-2011, Wave 1",health_need_and_access,access_outcome_gate,11,sect4b_harvestw1,s4bq3,Did [NAME's] mother attend health clinic when pregnant with [NAME]?,8,health_need_and_access,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,,,,
6,core_selected_lsms_isa_aligned,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,"General Household Survey, Panel 2010-2011, Wave 1",health_need_and_access,access_outcome_gate,12,sect3a_harvestw1,s3aq17,Reason for not receiving paymnt for work,7,health_need_and_access,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,,,,
6,core_selected_lsms_isa_aligned,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,"General Household Survey, Panel 2010-2011, Wave 1",survey_timing,climate_timing_gate,1,sectc_plantingw1,interview_date,date of interview,44,survey_timing,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,,,,
6,core_selected_lsms_isa_aligned,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,"General Household Survey, Panel 2010-2011, Wave 1",survey_timing,climate_timing_gate,2,secta_harvestw1,saq14ah,start time of first interview - hour,15,survey_timing,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,,,,
6,core_selected_lsms_isa_aligned,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,"General Household Survey, Panel 2010-2011, Wave 1",survey_timing,climate_timing_gate,3,secta_harvestw1,saq14am,start time of first interview - minutes,15,survey_timing,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,,,,
6,core_selected_lsms_isa_aligned,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,"General Household Survey, Panel 2010-2011, Wave 1",survey_timing,climate_timing_gate,4,secta_harvestw1,saq14bh,end time of first interview - hour,15,survey_timing,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,,,,
6,core_selected_lsms_isa_aligned,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,"General Household Survey, Panel 2010-2011, Wave 1",survey_timing,climate_timing_gate,5,secta_harvestw1,saq14bm,end time of first interview - minute,15,survey_timing,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,,,,
6,core_selected_lsms_isa_aligned,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,"General Household Survey, Panel 2010-2011, Wave 1",survey_timing,climate_timing_gate,6,secta_harvestw1,saq18ah,start time of second interview - hour,15,survey_timing,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,,,,
6,core_selected_lsms_isa_aligned,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,"General Household Survey, Panel 2010-2011, Wave 1",survey_timing,climate_timing_gate,7,secta_harvestw1,saq18am,start time of second interview - minute,15,survey_timing,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,,,,
6,core_selected_lsms_isa_aligned,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,"General Household Survey, Panel 2010-2011, Wave 1",survey_timing,climate_timing_gate,8,secta_harvestw1,saq18bh,end time of second interview - hour,15,survey_timing,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,,,,
6,core_selected_lsms_isa_aligned,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,"General Household Survey, Panel 2010-2011, Wave 1",survey_timing,climate_timing_gate,9,secta_harvestw1,saq18bm,end time of second interview - minute,15,survey_timing,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,,,,
6,core_selected_lsms_isa_aligned,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,"General Household Survey, Panel 2010-2011, Wave 1",survey_timing,climate_timing_gate,10,secta_harvestw1,saq22ah,start time of third interview - hour,15,survey_timing,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,,,,
6,core_selected_lsms_isa_aligned,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,"General Household Survey, Panel 2010-2011, Wave 1",survey_timing,climate_timing_gate,11,secta_harvestw1,saq22am,start time of third interview - minute,15,survey_timing,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,,,,
6,core_selected_lsms_isa_aligned,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,"General Household Survey, Panel 2010-2011, Wave 1",survey_timing,climate_timing_gate,12,secta_harvestw1,saq22bh,end time of third interview - hour,15,survey_timing,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,,,,
6,core_selected_lsms_isa_aligned,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,"General Household Survey, Panel 2010-2011, Wave 1",climate_geography,climate_geography_gate,1,NGA_HouseholdGeovariables_Y1,lat_dd_mod,EA Latitude Modified,19,climate_geography,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,,,,
6,core_selected_lsms_isa_aligned,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,"General Household Survey, Panel 2010-2011, Wave 1",climate_geography,climate_geography_gate,2,NGA_HouseholdGeovariables_Y1,lon_dd_mod,EA Longitude Modified,19,climate_geography,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,,,,
6,core_selected_lsms_isa_aligned,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,"General Household Survey, Panel 2010-2011, Wave 1",climate_geography,climate_geography_gate,3,cons_agg_wave1_visit1,ea,Enumeration area,15,climate_geography,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,,,,
6,core_selected_lsms_isa_aligned,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,"General Household Survey, Panel 2010-2011, Wave 1",climate_geography,climate_geography_gate,4,cons_agg_wave1_visit2,ea,Enumeration area,15,climate_geography,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,,,,
6,core_selected_lsms_isa_aligned,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,"General Household Survey, Panel 2010-2011, Wave 1",climate_geography,climate_geography_gate,5,NGA_HouseholdGeovariables_Y1,ea,ea code,12,climate_geography,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,,,,
6,core_selected_lsms_isa_aligned,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,"General Household Survey, Panel 2010-2011, Wave 1",climate_geography,climate_geography_gate,6,NGA_HouseholdGeovariables_Y1,eviarea_avg,Avg total change in greenness(integral of daily EVI values)w/in primary growing,12,climate_geography,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,,,,
6,core_selected_lsms_isa_aligned,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,"General Household Survey, Panel 2010-2011, Wave 1",climate_geography,climate_geography_gate,7,NGA_HouseholdGeovariables_Y1,grn_avg,"Avg onset of greenness increase in day of year 1-356,where 1/1 = 1,avg by state",12,climate_geography,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,,,,
6,core_selected_lsms_isa_aligned,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,"General Household Survey, Panel 2010-2011, Wave 1",climate_geography,climate_geography_gate,8,NGA_HouseholdGeovariables_Y1,h2010_eviarea,"Total change in greenness(integral of daily EVI values)w/in 2010 growing season,",12,climate_geography,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,,,,
6,core_selected_lsms_isa_aligned,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,"General Household Survey, Panel 2010-2011, Wave 1",climate_geography,climate_geography_gate,9,NGA_HouseholdGeovariables_Y1,h2010_grn,"Onset of greenness increase in day of year 1-356,starting 1/1/10,avg by state",12,climate_geography,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,,,,
6,core_selected_lsms_isa_aligned,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,"General Household Survey, Panel 2010-2011, Wave 1",climate_geography,climate_geography_gate,10,NGA_HouseholdGeovariables_Y1,h2010_sen,"Onset of greenness decrease in day of year 1-356,starting 1/1/10,avg by state",12,climate_geography,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,,,,
6,core_selected_lsms_isa_aligned,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,"General Household Survey, Panel 2010-2011, Wave 1",climate_geography,climate_geography_gate,11,NGA_HouseholdGeovariables_Y1,lga,lga code,12,climate_geography,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,,,,
6,core_selected_lsms_isa_aligned,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,"General Household Survey, Panel 2010-2011, Wave 1",climate_geography,climate_geography_gate,12,NGA_HouseholdGeovariables_Y1,sen_avg,"Avg onset of greenness decrease in day of year 1-356,where 1/1 = 1,avg by state",12,climate_geography,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,,,,
7,core_selected_lsms_isa_aligned,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,"National Panel Survey 2008-2009, Wave 1",household_person_keys,merge_key_gate,1,SEC_B_C_D_E1_F_G1_U_Swahili_Labels,hhid,Unique HH Identifier,27,household_person_keys,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,,,,
7,core_selected_lsms_isa_aligned,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,"National Panel Survey 2008-2009, Wave 1",household_person_keys,merge_key_gate,2,Agriculture SEC_1_ALL_Swahili_Labels,hhid,Unique HH Identifier,27,household_person_keys,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,,,,
7,core_selected_lsms_isa_aligned,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,"National Panel Survey 2008-2009, Wave 1",household_person_keys,merge_key_gate,3,SEC_2A_Swahili_Labels,hhid,Unique HH Identifier,27,household_person_keys,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,,,,
7,core_selected_lsms_isa_aligned,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,"National Panel Survey 2008-2009, Wave 1",household_person_keys,merge_key_gate,4,SEC_2B_Swahili_Labels,hhid,Unique HH Identifier,27,household_person_keys,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,,,,
7,core_selected_lsms_isa_aligned,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,"National Panel Survey 2008-2009, Wave 1",household_person_keys,merge_key_gate,5,SEC_B_C_D_E1_F_G1_U_English_Labels,hhid,Unique HH Identifier,27,household_person_keys,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,,,,,,,,,,
